Frame,Time,Rigid BodybugRotationX,Rigid BodybugRotationY,Rigid BodybugRotationZ,Rigid BodybugRotationW,Rigid BodybugPositionX,Rigid BodybugPositionY,Rigid BodybugPositionZ,Rigid BodybugError Per Marker,Rigid Body Markerbug_1PositionX,Rigid Body Markerbug_1PositionY,Rigid Body Markerbug_1PositionZ,Rigid Body Markerbug_1Marker Quality,Rigid Body Markerbug_2PositionX,Rigid Body Markerbug_2PositionY,Rigid Body Markerbug_2PositionZ,Rigid Body Markerbug_2Marker Quality,Rigid Body Markerbug_3PositionX,Rigid Body Markerbug_3PositionY,Rigid Body Markerbug_3PositionZ,Rigid Body Markerbug_3Marker Quality,Markerbug:Marker1PositionX,Markerbug:Marker1PositionY,Markerbug:Marker1PositionZ,Markerbug:Marker2PositionX,Markerbug:Marker2PositionY,Markerbug:Marker2PositionZ,Markerbug:Marker3PositionX,Markerbug:Marker3PositionY,Markerbug:Marker3PositionZ,MarkerUnlabeled:100PositionX,MarkerUnlabeled:100PositionY,MarkerUnlabeled:100PositionZ,MarkerUnlabeled:102PositionX,MarkerUnlabeled:102PositionY,MarkerUnlabeled:102PositionZ
20,0.166667,-0.000213,-0.112775,-0.008387,0.993585,0.07748,0.424304,0.150286,0.000125,0.057994,0.447158,0.154783,0.980214,0.094689,0.445886,0.13841,0.972259,0.079756,0.379869,0.157664,0.953513,0.058006,0.447158,0.154775,0.094694,0.44595,0.138394,0.07973,0.379693,0.157593,,,,,,
21,0.175,-0.000229,-0.112639,-0.008396,0.993601,0.077484,0.424304,0.150287,0.000124,0.058,0.447158,0.154789,0.980214,0.09469,0.445885,0.138406,0.972259,0.079761,0.379869,0.157666,0.953513,0.058011,0.44716,0.154781,0.094696,0.445947,0.13839,0.079737,0.379694,0.157594,,,,,,
22,0.183333,-0.000258,-0.112523,-0.008403,0.993614,0.077487,0.424304,0.150288,0.000123,0.058005,0.447159,0.154793,0.980306,0.094691,0.445883,0.138402,0.972846,0.079765,0.379869,0.157669,0.954795,0.058017,0.44716,0.154785,0.094695,0.445945,0.138387,0.079741,0.379697,0.157599,,,,,,
23,0.191667,-0.000221,-0.112435,-0.008385,0.993624,0.077491,0.424306,0.150284,0.000121,0.058009,0.447159,0.154794,0.980306,0.094692,0.445887,0.138397,0.972846,0.079773,0.379871,0.157661,0.954795,0.058022,0.44716,0.154785,0.094697,0.445948,0.138381,0.079748,0.379701,0.157592,,,,,,
24,0.2,-0.000271,-0.11241,-0.008388,0.993626,0.077496,0.424309,0.150286,0.000124,0.058015,0.447163,0.154795,0.980255,0.094697,0.445888,0.138396,0.972797,0.079777,0.379874,0.157667,0.954183,0.058026,0.447164,0.154787,0.094702,0.44595,0.13838,0.079753,0.3797,0.157596,,,,,,
25,0.208333,-0.000287,-0.112307,-0.008345,0.993639,0.077501,0.42431,0.150287,0.00012,0.058018,0.447163,0.154799,0.980255,0.094697,0.445891,0.138392,0.972797,0.079787,0.379877,0.15767,0.954183,0.058029,0.447165,0.154792,0.094703,0.445951,0.138376,0.079763,0.379707,0.1576,,,,,,
26,0.216667,-0.000306,-0.112203,-0.008354,0.99365,0.077502,0.424307,0.150289,0.000122,0.05802,0.447161,0.154804,0.980765,0.094696,0.445887,0.13839,0.973331,0.079788,0.379874,0.157673,0.954534,0.058031,0.447162,0.154797,0.094702,0.445949,0.138374,0.079764,0.379701,0.157602,,,,,,
27,0.225,-0.00028,-0.1121,-0.008328,0.993662,0.0775,0.424307,0.150286,0.000123,0.058019,0.44716,0.154806,0.980765,0.094691,0.445889,0.138384,0.973331,0.079791,0.379874,0.157667,0.954534,0.058031,0.44716,0.154798,0.094696,0.445951,0.138369,0.079766,0.379701,0.157597,,,,,,
28,0.233333,-0.000279,-0.112073,-0.008332,0.993665,0.0775,0.424306,0.150286,0.000123,0.058019,0.447158,0.154808,0.980616,0.09469,0.445887,0.138384,0.97322,0.079791,0.379872,0.157667,0.954143,0.058029,0.447159,0.154801,0.094697,0.445949,0.138367,0.079767,0.379698,0.157596,,,,,,
29,0.241667,-0.000269,-0.111985,-0.008373,0.993675,0.077501,0.424306,0.150286,0.000126,0.058023,0.44716,0.154812,0.980616,0.094691,0.445887,0.138381,0.97322,0.07979,0.379872,0.157665,0.954143,0.058034,0.447163,0.154804,0.094695,0.445948,0.138366,0.079767,0.379694,0.157592,,,,,,
30,0.25,-0.000271,-0.111882,-0.008358,0.993686,0.077504,0.424308,0.150285,0.000123,0.058025,0.447162,0.154815,0.979457,0.09469,0.445889,0.138377,0.972567,0.079795,0.379874,0.157664,0.953495,0.058036,0.447163,0.154807,0.094696,0.445951,0.138361,0.079771,0.3797,0.157593,,,,,,
31,0.258333,-0.000288,-0.11172,-0.008371,0.993704,0.077507,0.424307,0.150284,0.000123,0.058031,0.44716,0.154819,0.980834,0.094691,0.445887,0.138369,0.973093,0.0798,0.379873,0.157663,0.954177,0.05804,0.447161,0.154812,0.094698,0.445949,0.138351,0.079774,0.379699,0.157593,,,,,,
32,0.266667,-0.000283,-0.111677,-0.00834,0.99371,0.077511,0.424308,0.15028,0.00012,0.058034,0.44716,0.154818,0.980834,0.094692,0.445889,0.138364,0.973093,0.079808,0.379874,0.157659,0.954177,0.058044,0.447162,0.15481,0.094699,0.445949,0.138348,0.079784,0.379704,0.15759,,,,,,
33,0.275,-0.000312,-0.111594,-0.008325,0.993719,0.077518,0.424306,0.150277,0.000119,0.058041,0.447159,0.154817,0.981509,0.094696,0.445887,0.138357,0.973542,0.079816,0.379873,0.157659,0.955994,0.058053,0.447158,0.154809,0.094702,0.445949,0.138341,0.07979,0.379706,0.157592,,,,,,
34,0.283333,-0.000267,-0.111505,-0.008311,0.993729,0.077519,0.424308,0.150274,0.000119,0.058042,0.447159,0.154819,0.981509,0.094695,0.44589,0.138353,0.973542,0.079821,0.379874,0.157651,0.955994,0.058052,0.44716,0.154812,0.094702,0.445952,0.138336,0.079796,0.379705,0.157582,,,,,,
35,0.291667,-0.000279,-0.111412,-0.008342,0.993739,0.077519,0.424309,0.150273,0.000123,0.058044,0.447161,0.154821,0.980598,0.094693,0.44589,0.138348,0.973173,0.079819,0.379875,0.15765,0.954038,0.058053,0.447163,0.154814,0.094701,0.445952,0.13833,0.079794,0.379701,0.157579,,,,,,
36,0.3,-0.000262,-0.111373,-0.008336,0.993744,0.077517,0.42431,0.150267,0.000122,0.058042,0.447162,0.154817,0.980598,0.09469,0.445892,0.138341,0.973173,0.079818,0.379876,0.157642,0.954038,0.058054,0.44716,0.154809,0.094697,0.445956,0.138323,0.079791,0.379703,0.157574,,,,,,
37,0.308333,-0.000252,-0.11128,-0.008336,0.993754,0.077517,0.424304,0.150262,0.000124,0.058043,0.447156,0.154816,0.980763,0.094688,0.445886,0.138333,0.972624,0.07982,0.37987,0.157636,0.95396,0.058054,0.447156,0.154809,0.094695,0.44595,0.138316,0.079793,0.379695,0.157566,,,,,,
38,0.316667,-0.000265,-0.111151,-0.008321,0.993769,0.077518,0.424303,0.150259,0.000126,0.058045,0.447155,0.154818,0.980763,0.094686,0.445886,0.138325,0.972624,0.079824,0.379869,0.157634,0.95396,0.058057,0.447155,0.154809,0.094691,0.44595,0.138309,0.079798,0.379692,0.157562,,,,,,
39,0.325,-0.000272,-0.111064,-0.00832,0.993778,0.077524,0.424302,0.150255,0.000125,0.058051,0.447154,0.154817,0.980286,0.094689,0.445884,0.138318,0.972218,0.079831,0.379868,0.15763,0.953679,0.058064,0.447153,0.154809,0.094695,0.445948,0.138302,0.079805,0.379692,0.157559,,,,,,
40,0.333333,-0.000273,-0.111035,-0.008338,0.993781,0.07753,0.424305,0.150252,0.000125,0.058059,0.447158,0.154815,0.980286,0.094696,0.445887,0.138314,0.972218,0.079836,0.379871,0.157626,0.953679,0.05807,0.447158,0.154807,0.094702,0.445952,0.138297,0.079811,0.379696,0.157556,,,,,,
41,0.341667,-0.000261,-0.110971,-0.008305,0.993789,0.077537,0.424307,0.150246,0.00013,0.058065,0.447158,0.154812,0.979075,0.0947,0.44589,0.138307,0.971396,0.079847,0.379873,0.15762,0.952092,0.058078,0.44716,0.154803,0.094704,0.445955,0.138291,0.079822,0.379691,0.157545,,,,,,
42,0.35,-0.000271,-0.110865,-0.008302,0.993801,0.07754,0.424308,0.150243,0.000128,0.058069,0.447159,0.154813,0.979075,0.0947,0.445891,0.1383,0.971396,0.079852,0.379874,0.157617,0.952092,0.058079,0.447159,0.154806,0.094707,0.445957,0.138281,0.079825,0.379693,0.157544,,,,,,
43,0.358333,-0.000259,-0.110863,-0.008314,0.993801,0.077541,0.424305,0.150236,0.000125,0.05807,0.447157,0.154806,0.98033,0.094701,0.445888,0.138292,0.972619,0.079852,0.379871,0.157608,0.95321,0.05808,0.447158,0.154799,0.094708,0.445952,0.138275,0.079826,0.379694,0.157536,,,,,,
44,0.366667,-0.000254,-0.110772,-0.008311,0.993811,0.077543,0.424303,0.150228,0.000124,0.058073,0.447154,0.154802,0.98033,0.094701,0.445886,0.138282,0.972619,0.079856,0.379869,0.157599,0.95321,0.058085,0.447154,0.154794,0.094707,0.445951,0.138265,0.079829,0.379694,0.157529,,,,,,
45,0.375,-0.00024,-0.110698,-0.008328,0.993819,0.077541,0.424307,0.150219,0.000125,0.058073,0.447158,0.154797,0.980513,0.094698,0.44589,0.138271,0.97233,0.079854,0.379872,0.157589,0.954053,0.058085,0.447156,0.154789,0.094704,0.445956,0.138253,0.079825,0.379696,0.15752,,,,,,
46,0.383333,-0.000211,-0.110605,-0.008349,0.993829,0.077539,0.424308,0.150211,0.000125,0.058072,0.44716,0.154794,0.980809,0.094694,0.445891,0.138261,0.972034,0.079851,0.379873,0.157578,0.953205,0.058083,0.447158,0.154787,0.094701,0.445958,0.138243,0.079823,0.379696,0.157508,,,,,,
47,0.391667,-0.000206,-0.11055,-0.008334,0.993836,0.077542,0.424307,0.150206,0.000132,0.058074,0.447158,0.154791,0.980809,0.094695,0.445891,0.138254,0.972034,0.079856,0.379872,0.157572,0.953205,0.058086,0.447157,0.154783,0.094702,0.445959,0.138236,0.079827,0.379685,0.157498,,,,,,
48,0.4,-0.000224,-0.110488,-0.008317,0.993843,0.07755,0.424303,0.150198,0.000129,0.058082,0.447154,0.154785,0.979887,0.094701,0.445887,0.138244,0.971479,0.079866,0.379868,0.157566,0.952193,0.058094,0.447153,0.154777,0.094707,0.445953,0.138226,0.079838,0.379686,0.157493,,,,,,
49,0.408333,-0.000223,-0.110409,-0.008304,0.993852,0.077556,0.424303,0.150192,0.00013,0.058088,0.447153,0.154782,0.979887,0.094704,0.445887,0.138235,0.971479,0.079874,0.379868,0.157559,0.952193,0.058099,0.447154,0.154774,0.094711,0.445952,0.138217,0.079848,0.379683,0.157484,,,,,,
50,0.416667,-0.000229,-0.1103,-0.008319,0.993864,0.077561,0.424307,0.150186,0.000126,0.058095,0.447158,0.15478,0.980285,0.094708,0.445891,0.138225,0.971985,0.07988,0.379873,0.157553,0.9533,0.058104,0.447158,0.154775,0.094717,0.445956,0.138206,0.079853,0.379696,0.157483,,,,,,
51,0.425,-0.000232,-0.110264,-0.008311,0.993868,0.077569,0.42431,0.15018,0.000126,0.058103,0.447161,0.154775,0.980285,0.094715,0.445894,0.138218,0.971985,0.079889,0.379876,0.157547,0.9533,0.058114,0.44716,0.154768,0.094722,0.44596,0.138199,0.079862,0.379696,0.157476,,,,,,
52,0.433333,-0.000231,-0.110245,-0.008313,0.99387,0.077571,0.424313,0.150173,0.000127,0.058105,0.447163,0.154769,0.980222,0.094716,0.445896,0.13821,0.971747,0.079891,0.379878,0.15754,0.952827,0.058115,0.447162,0.154763,0.094726,0.445962,0.13819,0.079864,0.3797,0.157469,,,,,,
53,0.441667,-0.000226,-0.110106,-0.008269,0.993886,0.077572,0.424311,0.150164,0.000131,0.058105,0.44716,0.154765,0.980222,0.094712,0.445896,0.138196,0.971747,0.079898,0.379876,0.15753,0.952827,0.058114,0.447159,0.154759,0.094722,0.445963,0.138176,0.07987,0.379693,0.157457,,,,,,
54,0.45,-0.00021,-0.110123,-0.008301,0.993883,0.077569,0.424305,0.150152,0.000131,0.058104,0.447155,0.154754,0.979188,0.09471,0.445889,0.138186,0.970966,0.079892,0.37987,0.157517,0.951661,0.058112,0.447155,0.154748,0.094721,0.445955,0.138166,0.079865,0.379687,0.157443,,,,,,
55,0.458333,-0.000214,-0.110043,-0.008305,0.993892,0.077564,0.424305,0.150146,0.00013,0.0581,0.447155,0.154751,0.979188,0.094704,0.44589,0.138177,0.970966,0.079888,0.37987,0.15751,0.951661,0.058106,0.447156,0.154746,0.094715,0.445953,0.138157,0.079863,0.37969,0.157437,,,,,,
56,0.466667,-0.000252,-0.110008,-0.008299,0.993896,0.077567,0.424305,0.150138,0.000124,0.058103,0.447156,0.154742,0.980907,0.094706,0.445889,0.138166,0.972535,0.079892,0.379871,0.157506,0.953725,0.058113,0.447154,0.154736,0.094714,0.445954,0.138148,0.079865,0.379695,0.157436,,,,,,
57,0.475,-0.000217,-0.109897,-0.008265,0.993909,0.077575,0.424307,0.150129,0.000132,0.05811,0.447156,0.154739,0.980907,0.09471,0.445892,0.138154,0.972535,0.079905,0.379872,0.157493,0.953725,0.058117,0.447156,0.154734,0.094721,0.445957,0.138134,0.079879,0.379689,0.157419,,,,,,
58,0.483333,-0.000213,-0.109886,-0.008272,0.99391,0.07758,0.424309,0.15012,0.000125,0.058116,0.447158,0.154731,0.980256,0.094715,0.445894,0.138146,0.972327,0.07991,0.379874,0.157484,0.953799,0.058124,0.447157,0.154725,0.094725,0.445957,0.138127,0.079884,0.379699,0.157414,,,,,,
59,0.491667,-0.000168,-0.109824,-0.008292,0.993917,0.077589,0.424308,0.150109,0.000125,0.058126,0.447158,0.154724,0.980256,0.094723,0.445895,0.138134,0.972327,0.079918,0.379873,0.157468,0.953799,0.058134,0.447157,0.154719,0.094733,0.445958,0.138115,0.079893,0.3797,0.157398,,,,,,
60,0.5,-0.000204,-0.109839,-0.008276,0.993915,0.077595,0.424308,0.150103,0.000121,0.058132,0.447157,0.154716,0.980224,0.094729,0.445894,0.138127,0.972267,0.079925,0.379873,0.157465,0.954131,0.05814,0.447157,0.15471,0.094739,0.445955,0.138108,0.0799,0.379704,0.157397,,,,,,
61,0.508333,-0.000199,-0.109733,-0.00827,0.993927,0.077601,0.424311,0.150093,0.000124,0.058138,0.44716,0.15471,0.980192,0.094732,0.445897,0.138114,0.972475,0.079933,0.379876,0.157455,0.954276,0.058146,0.44716,0.154705,0.094742,0.445959,0.138095,0.079908,0.379704,0.157385,,,,,,
62,0.516667,-0.000202,-0.109709,-0.00828,0.993929,0.077601,0.424311,0.150085,0.000125,0.058139,0.44716,0.154703,0.980192,0.094732,0.445897,0.138105,0.972475,0.079933,0.379876,0.157447,0.954276,0.058144,0.447161,0.154699,0.094743,0.445958,0.138085,0.079908,0.379705,0.157377,,,,,,
63,0.525,-0.000202,-0.109649,-0.008261,0.993936,0.077599,0.42431,0.150076,0.000126,0.058136,0.447158,0.154697,0.979916,0.094727,0.445896,0.138094,0.972005,0.079933,0.379875,0.157438,0.953408,0.058144,0.447158,0.154691,0.094737,0.44596,0.138074,0.079907,0.379699,0.157367,,,,,,
64,0.533333,-0.000189,-0.10963,-0.008286,0.993938,0.077596,0.42431,0.150066,0.000129,0.058135,0.447159,0.154689,0.979916,0.094725,0.445896,0.138084,0.972005,0.079928,0.379875,0.157427,0.953408,0.058141,0.447158,0.154684,0.094737,0.445961,0.138063,0.079901,0.379697,0.157356,,,,,,
65,0.541667,-0.000138,-0.109609,-0.008273,0.99394,0.077594,0.424307,0.150057,0.000131,0.058132,0.447155,0.154682,0.978685,0.094722,0.445895,0.138076,0.970828,0.079928,0.379871,0.157413,0.952139,0.058137,0.447155,0.154678,0.094733,0.445958,0.138056,0.079903,0.37969,0.157339,,,,,,
66,0.55,-0.000143,-0.109508,-0.008273,0.993951,0.077599,0.424307,0.150045,0.000131,0.058138,0.447155,0.154674,0.978685,0.094724,0.445895,0.13806,0.970828,0.079935,0.379871,0.1574,0.952139,0.058143,0.447154,0.15467,0.094737,0.44596,0.138038,0.079907,0.379693,0.157329,,,,,,
67,0.558333,-0.000165,-0.109482,-0.008279,0.993954,0.077608,0.424307,0.150034,0.00013,0.058147,0.447156,0.154663,0.97902,0.094733,0.445894,0.138047,0.970994,0.079943,0.379872,0.157391,0.952724,0.058153,0.447156,0.154658,0.094745,0.445958,0.138027,0.079917,0.379694,0.157319,,,,,,
68,0.566667,-0.000173,-0.109446,-0.008249,0.993959,0.077615,0.424311,0.150021,0.000131,0.058154,0.447159,0.154651,0.97902,0.094738,0.445899,0.138033,0.970994,0.079954,0.379876,0.15738,0.952724,0.058159,0.447158,0.154648,0.094752,0.445965,0.138011,0.079926,0.379699,0.157309,,,,,,
69,0.575,-0.000129,-0.109408,-0.008285,0.993962,0.07762,0.424314,0.150009,0.000129,0.058161,0.447162,0.154643,0.97942,0.094744,0.445902,0.138022,0.970485,0.079956,0.379878,0.157363,0.953343,0.058166,0.447159,0.15464,0.094757,0.445968,0.138,0.079928,0.379703,0.157294,,,,,,
70,0.583333,-0.000115,-0.109402,-0.008291,0.993963,0.077624,0.424314,0.149997,0.000126,0.058164,0.447162,0.154631,0.97942,0.094747,0.445902,0.13801,0.970485,0.07996,0.379878,0.157349,0.953343,0.058167,0.44716,0.154629,0.094762,0.445964,0.137988,0.079934,0.37971,0.157283,,,,,,
71,0.591667,-0.000083,-0.109366,-0.008302,0.993967,0.077623,0.424311,0.149987,0.000131,0.058165,0.447159,0.154624,0.978581,0.094746,0.445899,0.138,0.969984,0.079959,0.379874,0.157336,0.952899,0.058168,0.447157,0.154622,0.094761,0.445965,0.137977,0.079932,0.379698,0.157266,,,,,,
72,0.6,-0.000116,-0.109317,-0.008293,0.993972,0.077624,0.424311,0.14998,0.000129,0.058166,0.44716,0.154617,0.978581,0.094745,0.445899,0.13799,0.969984,0.079961,0.379875,0.157332,0.952899,0.058169,0.447158,0.154615,0.094761,0.445964,0.137967,0.079934,0.379703,0.157264,,,,,,
73,0.608333,-0.000082,-0.109313,-0.008308,0.993973,0.077622,0.42431,0.14997,0.000132,0.058164,0.447158,0.15461,0.978469,0.094744,0.445898,0.137982,0.969928,0.079958,0.379873,0.157319,0.952707,0.058167,0.447157,0.154607,0.094759,0.445964,0.137959,0.079931,0.379696,0.157248,,,,,,
74,0.616667,-0.000061,-0.10931,-0.008351,0.993973,0.077623,0.424309,0.14996,0.00013,0.058167,0.447159,0.154601,0.978469,0.094746,0.445897,0.137973,0.969928,0.079956,0.379872,0.157307,0.952707,0.058169,0.447158,0.154599,0.094762,0.44596,0.13795,0.079929,0.379698,0.157238,,,,,,
