Frame,Time,Rigid BodybugRotationX,Rigid BodybugRotationY,Rigid BodybugRotationZ,Rigid BodybugRotationW,Rigid BodybugPositionX,Rigid BodybugPositionY,Rigid BodybugPositionZ,Rigid BodybugError Per Marker,Rigid Body Markerbug_1PositionX,Rigid Body Markerbug_1PositionY,Rigid Body Markerbug_1PositionZ,Rigid Body Markerbug_1Marker Quality,Rigid Body Markerbug_2PositionX,Rigid Body Markerbug_2PositionY,Rigid Body Markerbug_2PositionZ,Rigid Body Markerbug_2Marker Quality,Rigid Body Markerbug_3PositionX,Rigid Body Markerbug_3PositionY,Rigid Body Markerbug_3PositionZ,Rigid Body Markerbug_3Marker Quality,Markerbug:Marker1PositionX,Markerbug:Marker1PositionY,Markerbug:Marker1PositionZ,Markerbug:Marker2PositionX,Markerbug:Marker2PositionY,Markerbug:Marker2PositionZ,Markerbug:Marker3PositionX,Markerbug:Marker3PositionY,Markerbug:Marker3PositionZ,MarkerUnlabeled:100PositionX,MarkerUnlabeled:100PositionY,MarkerUnlabeled:100PositionZ,MarkerUnlabeled:102PositionX,MarkerUnlabeled:102PositionY,MarkerUnlabeled:102PositionZ
428,3.566667,0.006634,-0.282341,0.006195,-0.959271,0.079557,0.42461,0.147961,0.000119,0.069079,0.447506,0.164937,0.94474,0.082959,0.446098,0.127234,0.990639,0.086634,0.380226,0.151713,0.938698,0.069096,0.447484,0.164909,0.082952,0.446184,0.127217,0.086574,0.380077,0.151805,,,,,,
429,3.575,0.133752,-0.94797,0.130402,0.257796,0.079431,0.424957,0.147848,0.000119,0.083469,0.446554,0.126885,0.987389,0.067973,0.447581,0.163965,0.96548,0.086851,0.380735,0.152694,0.958227,,,,,,,,,,0.067961,0.447614,0.163993,0.083496,0.446482,0.126902
430,3.583333,0.008498,-0.265643,0.001635,-0.964033,0.080113,0.424283,0.147523,0.000153,0.068823,0.447089,0.164096,0.987389,0.084014,0.445785,0.126898,0.96548,0.087501,0.379977,0.151576,0.958227,0.068836,0.447068,0.164081,0.084017,0.445876,0.126863,0.087423,0.379774,0.151686,,,,,,
431,3.591667,0.002284,-0.282791,0.005683,-0.959162,0.079932,0.424115,0.148121,0.000135,0.069503,0.446879,0.165303,0.986433,0.083348,0.445776,0.127577,0.962038,0.086947,0.37969,0.151483,0.950621,0.069519,0.446855,0.16528,0.083342,0.445872,0.127552,0.086878,0.379514,0.151584,,,,,,
432,3.6,0.000063,-0.289642,0.007726,-0.957104,0.079582,0.424468,0.148133,0.000135,0.069518,0.447231,0.165534,0.986433,0.082817,0.446177,0.127611,0.962038,0.08641,0.379997,0.151255,0.950621,,,,,,,,,,0.069541,0.447221,0.165456,0.082802,0.446215,0.127668
433,3.608333,0.002789,-0.27678,0.006386,-0.960908,0.07999,0.424645,0.147692,0.000135,0.069369,0.447444,0.16471,0.986433,0.083684,0.446273,0.127162,0.962038,0.086916,0.380217,0.151205,0.950621,,,,,,,,,,0.069378,0.447433,0.164707,0.08369,0.446298,0.127149
434,3.616667,0.004271,-0.285156,0.006877,-0.958447,0.080542,0.424108,0.147805,0.00017,0.070225,0.446961,0.164937,0.986433,0.083881,0.445673,0.127148,0.962038,0.087521,0.37969,0.15133,0.950621,0.070237,0.446959,0.164911,0.083874,0.445765,0.12713,0.087445,0.379469,0.151419,,,,,,
435,3.625,0.001944,-0.310965,0.013603,-0.950322,0.080296,0.42444,0.148029,0.000073,0.071252,0.447418,0.165705,0.977124,0.082828,0.445981,0.127233,0.957105,0.086807,0.379921,0.15115,0.938594,0.071265,0.447393,0.165693,0.082828,0.446048,0.127207,0.086767,0.37983,0.151225,,,,,,
436,3.633333,0.00326,-0.290598,0.010209,-0.956785,0.079782,0.424875,0.147367,0.000073,0.069821,0.447797,0.164616,0.994879,0.083038,0.446419,0.126675,0.97674,0.086488,0.380409,0.150811,0.973353,,,,,,,,,,0.069833,0.447786,0.164593,0.083037,0.446446,0.126681
437,3.641667,0.008105,-0.290441,0.009278,-0.956814,0.080682,0.424354,0.146986,0.000152,0.070611,0.44738,0.164033,0.994879,0.083844,0.445731,0.126107,0.97674,0.087591,0.379951,0.150819,0.973353,0.070626,0.447366,0.164002,0.083837,0.445825,0.12609,0.087521,0.379758,0.150916,,,,,,
438,3.65,0.004528,-0.307931,0.012603,-0.951315,0.080592,0.424027,0.147377,0.000152,0.071356,0.447049,0.164895,0.981159,0.083179,0.445486,0.126503,0.958992,0.08724,0.379545,0.150733,0.946145,,,,,,,,,,0.071367,0.44704,0.164876,0.083178,0.445516,0.126507
439,3.658333,0.004622,-0.3269,0.016735,-0.944899,0.080389,0.42439,0.147429,0.000152,0.072048,0.447524,0.165246,0.981159,0.082313,0.445783,0.126416,0.958992,0.086806,0.379862,0.150627,0.946145,,,,,,,,,,0.072066,0.447519,0.165194,0.082307,0.445816,0.126447
440,3.666667,0.008569,-0.312733,0.014242,-0.949696,0.080562,0.424634,0.146908,0.000181,0.071521,0.447813,0.16432,0.973857,0.082951,0.445912,0.125825,0.955112,0.087214,0.380178,0.150578,0.935084,0.071532,0.447817,0.164291,0.082943,0.446003,0.125812,0.087139,0.379945,0.150666,,,,,,
441,3.675,0.010456,-0.315029,0.014721,-0.94891,0.081212,0.424208,0.146618,0.000188,0.072252,0.447451,0.163986,0.973857,0.083493,0.445405,0.125442,0.955112,0.087892,0.379767,0.150426,0.935084,0.072263,0.447456,0.163959,0.083486,0.4455,0.125425,0.087814,0.379524,0.150519,,,,,,
442,3.683333,0.007,-0.338667,0.018581,-0.940697,0.080802,0.424295,0.147014,0.000188,0.072959,0.447542,0.164909,0.973359,0.082244,0.445571,0.125845,0.953888,0.087203,0.37977,0.150289,0.93186,,,,,,,,,,0.072967,0.447536,0.164903,0.082246,0.445599,0.125836
443,3.691667,0.011237,-0.327708,0.01258,-0.944629,0.080251,0.424768,0.14687,0.000143,0.071663,0.447972,0.164476,0.973359,0.081875,0.445976,0.125645,0.953888,0.087216,0.380355,0.150488,0.93186,0.07168,0.447945,0.164438,0.081865,0.446077,0.125629,0.087152,0.38018,0.1506,,,,,,
444,3.7,0.011913,-0.321335,0.011372,-0.946822,0.080626,0.424433,0.146424,0.000146,0.071734,0.447622,0.163899,0.982424,0.082472,0.445633,0.125209,0.957068,0.087671,0.380043,0.150163,0.95065,0.071751,0.447595,0.163857,0.082461,0.445734,0.125199,0.087606,0.379865,0.150273,,,,,,
445,3.708333,0.010106,-0.334904,0.010566,-0.942139,0.08074,0.423974,0.146865,0.000179,0.072356,0.447091,0.164684,0.982424,0.08198,0.445262,0.125694,0.957068,0.087884,0.379569,0.150216,0.95065,0.072367,0.447089,0.164663,0.081973,0.445363,0.125667,0.08781,0.379333,0.150316,,,,,,
446,3.716667,0.011428,-0.355584,0.010771,-0.934513,0.080362,0.424356,0.147246,0.000196,0.072773,0.447516,0.165363,0.973279,0.080668,0.445594,0.125991,0.948996,0.087646,0.379958,0.150384,0.930939,0.072787,0.447509,0.165324,0.080656,0.445706,0.125977,0.087571,0.37971,0.150497,,,,,,
447,3.725,0.009857,-0.342286,0.009901,-0.939492,0.080041,0.424694,0.146895,0.000175,0.071917,0.447785,0.164867,0.973279,0.08093,0.446004,0.125729,0.948996,0.087275,0.380291,0.150089,0.930939,0.071929,0.447779,0.164832,0.080919,0.446103,0.125718,0.087206,0.38007,0.150187,,,,,,
448,3.733333,0.012351,-0.339773,0.00817,-0.940391,0.080651,0.424381,0.146512,0.000188,0.072317,0.447494,0.164359,0.970312,0.081544,0.445621,0.125275,0.957184,0.088091,0.380027,0.149901,0.931876,0.072322,0.447516,0.164337,0.081536,0.445701,0.125266,0.088023,0.379782,0.149969,,,,,,
449,3.741667,0.011122,-0.362581,0.010012,-0.931832,0.080338,0.424294,0.146984,0.000159,0.072998,0.447424,0.165241,0.970312,0.080304,0.445558,0.125753,0.957184,0.087711,0.379899,0.149959,0.931876,0.073008,0.44742,0.16522,0.080295,0.44565,0.12573,0.087649,0.379691,0.150051,,,,,,
450,3.75,0.013938,-0.360013,0.00598,-0.932824,0.079557,0.424937,0.146792,0.000129,0.071897,0.448038,0.164954,0.979847,0.079433,0.446151,0.12551,0.960087,0.087341,0.380623,0.149911,0.941108,0.071905,0.448036,0.164935,0.079425,0.446224,0.125495,0.087293,0.380455,0.149985,,,,,,
451,3.758333,0.015368,-0.349809,0.003868,-0.936687,0.079832,0.424733,0.146261,0.000138,0.071657,0.447813,0.164224,0.980482,0.080058,0.445922,0.124956,0.961705,0.08778,0.380464,0.149603,0.954158,0.071669,0.447802,0.164184,0.080047,0.446005,0.124955,0.08773,0.380297,0.149689,,,,,,
452,3.766667,0.014617,-0.362263,0.004104,-0.931952,0.080232,0.424048,0.146448,0.000173,0.072571,0.447118,0.164649,0.980482,0.079921,0.445263,0.125169,0.961705,0.088205,0.379765,0.149525,0.954158,0.072579,0.447119,0.164629,0.079911,0.445358,0.125146,0.088141,0.379536,0.149618,,,,,,
453,3.775,0.013388,-0.381596,0.006451,-0.92421,0.079936,0.424247,0.146851,0.000144,0.073174,0.447349,0.165365,0.983501,0.078866,0.445477,0.125612,0.961543,0.087768,0.379915,0.149577,0.947223,0.073185,0.447335,0.165341,0.078854,0.445572,0.125589,0.087715,0.379729,0.149677,,,,,,
454,3.783333,0.011439,-0.369854,0.003905,-0.929011,0.079626,0.424576,0.146837,0.000152,0.072313,0.447551,0.1653,0.983501,0.079017,0.44592,0.125695,0.961543,0.087549,0.380258,0.149518,0.947223,0.072322,0.447546,0.165272,0.079006,0.446008,0.125682,0.087495,0.380063,0.149605,,,,,,
455,3.791667,0.014696,-0.366447,0.00306,-0.930318,0.080263,0.424506,0.146227,0.000204,0.072723,0.44755,0.164511,0.964083,0.079721,0.445732,0.124965,0.954417,0.088346,0.380235,0.149206,0.928676,0.072726,0.447583,0.16448,0.07971,0.445807,0.124971,0.088281,0.379974,0.149261,,,,,,
456,3.8,0.011953,-0.383461,0.003477,-0.923473,0.080117,0.424304,0.14681,0.000188,0.073331,0.447286,0.165465,0.964083,0.078869,0.445633,0.125681,0.954417,0.088152,0.379994,0.149285,0.928676,0.073336,0.447308,0.165438,0.078858,0.445714,0.125679,0.088091,0.379752,0.149349,,,,,,
457,3.808333,0.013153,-0.391319,0.000977,-0.920161,0.079408,0.424975,0.146825,0.00014,0.072819,0.447927,0.165587,0.988082,0.077684,0.446289,0.125714,0.955674,0.08772,0.380709,0.149174,0.950942,0.072836,0.447884,0.165543,0.077666,0.446412,0.125689,0.08767,0.380537,0.149315,,,,,,
458,3.816667,0.013387,-0.377393,0.000566,-0.925957,0.079501,0.42494,0.146499,0.000144,0.072319,0.447882,0.165053,0.988082,0.078386,0.446252,0.125345,0.955674,0.087796,0.380684,0.149097,0.950942,0.07233,0.447876,0.165011,0.078374,0.446336,0.125348,0.08775,0.38051,0.149179,,,,,,
459,3.825,0.011849,-0.384373,-0.000213,-0.923102,0.080048,0.424118,0.146581,0.000166,0.073146,0.446997,0.165319,0.975828,0.078613,0.445502,0.125519,0.961071,0.088385,0.379856,0.148906,0.938524,0.073151,0.447009,0.165308,0.078604,0.445584,0.125497,0.08833,0.379637,0.148976,,,,,,
460,3.833333,0.009404,-0.403581,0.002501,-0.914892,0.079827,0.424191,0.147131,0.000168,0.073881,0.447075,0.166188,0.975828,0.077673,0.445635,0.126192,0.961071,0.087926,0.379863,0.149014,0.938524,0.073889,0.447065,0.166175,0.07766,0.445737,0.126156,0.087872,0.37965,0.149117,,,,,,
461,3.841667,0.006577,-0.397608,0.000707,-0.917532,0.079497,0.424478,0.14735,0.000152,0.073277,0.447228,0.166479,0.978523,0.077591,0.446058,0.126527,0.961377,0.087623,0.380148,0.149045,0.9459,0.073285,0.447229,0.166451,0.07758,0.446143,0.126519,0.087573,0.379952,0.149122,,,,,,
462,3.85,0.009668,-0.391066,-0.000071,-0.920312,0.080032,0.424598,0.146624,0.000198,0.073451,0.447419,0.165547,0.978523,0.078337,0.446066,0.125667,0.961377,0.088308,0.38031,0.148657,0.9459,0.073454,0.447445,0.165526,0.078327,0.446148,0.125661,0.088244,0.380049,0.148718,,,,,,
463,3.858333,0.007926,-0.404122,0.000951,-0.91467,0.080104,0.42422,0.147029,0.000181,0.074144,0.447019,0.166183,0.975154,0.07789,0.445743,0.126177,0.956149,0.088278,0.379899,0.148727,0.932786,0.07415,0.447024,0.166162,0.077878,0.445841,0.126157,0.088218,0.379658,0.148815,,,,,,
464,3.866667,0.008966,-0.418868,0.003173,-0.907997,0.0797,0.424886,0.147029,0.000132,0.07444,0.447777,0.166278,0.975154,0.076886,0.446339,0.126177,0.956149,0.087774,0.380543,0.148631,0.932786,0.074449,0.447763,0.166259,0.076874,0.44643,0.126151,0.087731,0.380369,0.148725,,,,,,
465,3.875,0.010391,-0.403788,0.003081,-0.914788,0.07963,0.425079,0.146586,0.000162,0.0737,0.448008,0.165594,0.985586,0.077472,0.446475,0.125599,0.964636,0.087719,0.380754,0.148566,0.95055,0.073707,0.448015,0.165575,0.077461,0.44656,0.125584,0.087667,0.38054,0.148638,,,,,,
466,3.883333,0.010338,-0.409673,0.003944,-0.912166,0.080377,0.424224,0.146287,0.000192,0.074732,0.447175,0.165354,0.971214,0.077987,0.445611,0.125316,0.953148,0.088412,0.379885,0.148191,0.931652,0.074739,0.447182,0.165323,0.077974,0.445712,0.125309,0.088353,0.379639,0.148272,,,,,,
467,3.891667,0.007176,-0.428551,0.008513,-0.903449,0.080376,0.424036,0.14678,0.000166,0.075789,0.447007,0.166105,0.971214,0.077364,0.445496,0.125963,0.953148,0.087977,0.379605,0.148271,0.931652,0.075797,0.446995,0.166084,0.077351,0.445604,0.125933,0.087923,0.379388,0.148378,,,,,,
468,3.9,0.006286,-0.430803,0.00945,-0.902375,0.080211,0.42438,0.14694,0.00015,0.075777,0.447346,0.166307,0.978161,0.077149,0.445864,0.126156,0.965318,0.087707,0.379929,0.148357,0.943727,0.075783,0.447358,0.166293,0.077142,0.445939,0.126141,0.087658,0.379728,0.148419,,,,,,
469,3.908333,0.008604,-0.421101,0.009391,-0.906924,0.080663,0.424576,0.146201,0.000194,0.075764,0.447613,0.16537,0.978161,0.077997,0.445965,0.125265,0.965318,0.088228,0.380149,0.147968,0.943727,0.075763,0.447651,0.165355,0.07799,0.446034,0.125263,0.088165,0.379892,0.14801,,,,,,
470,3.916667,0.008226,-0.431769,0.011683,-0.901871,0.081015,0.42416,0.146304,0.00019,0.076678,0.447242,0.165555,0.970807,0.077959,0.44554,0.125411,0.95679,0.088409,0.3797,0.147945,0.929819,0.076682,0.447261,0.165537,0.077949,0.445629,0.125397,0.088347,0.37945,0.148014,,,,,,
471,3.925,0.007363,-0.451843,0.015643,-0.89193,0.080767,0.424656,0.146568,0.00014,0.077489,0.4478,0.165954,0.970807,0.076959,0.446032,0.125795,0.95679,0.087852,0.380137,0.147954,0.929819,0.077493,0.447817,0.165932,0.076954,0.446096,0.125795,0.087809,0.37996,0.148001,,,,,,
472,3.933333,0.009329,-0.435192,0.012369,-0.900204,0.080259,0.42502,0.146145,0.000152,0.076077,0.448152,0.165371,0.978866,0.077051,0.446348,0.125222,0.959661,0.087649,0.380562,0.147842,0.947343,0.076085,0.448145,0.165335,0.07704,0.44644,0.125216,0.087602,0.380373,0.147931,,,,,,
473,3.941667,0.010527,-0.437275,0.011848,-0.899188,0.080912,0.424266,0.145697,0.000178,0.076776,0.447422,0.164903,0.978866,0.077565,0.445553,0.124753,0.959661,0.088395,0.379825,0.147433,0.947343,0.07678,0.447436,0.164877,0.077555,0.445639,0.124745,0.088339,0.379595,0.147505,,,,,,
474,3.95,0.007154,-0.45444,0.014701,-0.890627,0.080887,0.423914,0.14627,0.000174,0.077689,0.447028,0.165704,0.976531,0.076928,0.445311,0.125547,0.957701,0.088043,0.379403,0.147557,0.935493,0.077694,0.447031,0.165688,0.076917,0.44541,0.125522,0.087989,0.379177,0.147647,,,,,,
475,3.958333,0.008224,-0.464496,0.014642,-0.885416,0.080543,0.424317,0.146464,0.000154,0.077769,0.447461,0.165929,0.976531,0.076099,0.445677,0.125801,0.957701,0.087763,0.379814,0.147661,0.935493,0.077776,0.447468,0.165919,0.07609,0.445758,0.125778,0.087717,0.379617,0.147732,,,,,,
476,3.966667,0.010399,-0.451793,0.013198,-0.891965,0.08059,0.424546,0.145835,0.000181,0.077148,0.447728,0.165147,0.965794,0.076631,0.445828,0.124993,0.96243,0.087992,0.380083,0.147364,0.93602,0.077147,0.447771,0.165125,0.076625,0.445886,0.125003,0.087936,0.379851,0.147391,,,,,,
477,3.975,0.011317,-0.457868,0.012957,-0.888854,0.080888,0.424155,0.145677,0.00018,0.077685,0.447358,0.165004,0.965794,0.076621,0.445404,0.124864,0.96243,0.088357,0.379701,0.147164,0.93602,0.077688,0.447381,0.164994,0.076612,0.445485,0.124846,0.088301,0.379464,0.147225,,,,,,
478,3.983333,0.01047,-0.482183,0.017335,-0.875836,0.08069,0.424527,0.146064,0.000148,0.078773,0.447797,0.165482,0.974465,0.075484,0.445776,0.125466,0.965247,0.087812,0.380007,0.147246,0.949059,0.078779,0.447814,0.16549,0.075476,0.445839,0.125435,0.087772,0.379833,0.147295,,,,,,
479,3.991667,0.012878,-0.46553,0.011819,-0.88486,0.079877,0.425084,0.145762,0.000144,0.076936,0.44831,0.165104,0.974465,0.075182,0.446286,0.124992,0.965247,0.087512,0.380657,0.14719,0.949059,0.076939,0.448314,0.165071,0.075173,0.446362,0.124994,0.087472,0.38048,0.147255,,,,,,
480,4,0.014863,-0.464245,0.009559,-0.88553,0.080376,0.42441,0.145159,0.000151,0.077245,0.447645,0.16446,0.977438,0.075615,0.445554,0.124346,0.963826,0.088269,0.380031,0.146672,0.950605,0.077248,0.447645,0.164427,0.075604,0.445641,0.124343,0.088229,0.379844,0.146749,,,,,,
481,4.008333,0.011607,-0.47961,0.011575,-0.877329,0.080465,0.423876,0.145724,0.000187,0.078174,0.447054,0.165211,0.96736,0.075139,0.445138,0.12517,0.961866,0.088083,0.379436,0.146792,0.930384,0.078173,0.447093,0.165206,0.07513,0.445206,0.125159,0.088025,0.379187,0.146828,,,,,,
482,4.016667,0.012449,-0.495491,0.013079,-0.868426,0.080198,0.424256,0.145995,0.000139,0.078672,0.447492,0.165487,0.96736,0.074178,0.445475,0.125589,0.961866,0.087745,0.3798,0.14691,0.930384,0.078678,0.447495,0.165485,0.074165,0.44555,0.12556,0.087712,0.379632,0.146977,,,,,,
483,4.025,0.013307,-0.481383,0.01084,-0.876342,0.080139,0.424566,0.145519,0.000179,0.077861,0.447781,0.164962,0.968294,0.074667,0.445766,0.124939,0.961584,0.087888,0.38015,0.146656,0.935673,0.07786,0.447814,0.164942,0.074659,0.445834,0.124941,0.087835,0.379918,0.146696,,,,,,
484,4.033333,0.014046,-0.483424,0.01019,-0.875214,0.080564,0.42424,0.145179,0.00019,0.078336,0.447465,0.164618,0.968294,0.074958,0.445417,0.124611,0.961584,0.088397,0.379839,0.146308,0.935673,0.078339,0.447491,0.164618,0.074946,0.445496,0.124587,0.088344,0.379599,0.146364,,,,,,
485,4.041667,0.012639,-0.506906,0.012922,-0.861812,0.080395,0.424438,0.145761,0.000158,0.079383,0.447675,0.165285,0.974352,0.073837,0.445656,0.125519,0.965889,0.087963,0.379982,0.146478,0.941069,0.079385,0.447699,0.165276,0.073827,0.445725,0.125506,0.087918,0.379774,0.146524,,,,,,
486,4.05,0.013713,-0.493713,0.006923,-0.869489,0.079522,0.425043,0.145778,0.00014,0.07764,0.448183,0.165353,0.974352,0.073327,0.446268,0.125429,0.965889,0.0876,0.380678,0.146551,0.941069,0.077641,0.448194,0.165324,0.073318,0.446336,0.125434,0.087564,0.380504,0.146601,,,,,,
487,4.058333,0.014875,-0.48926,0.003907,-0.872002,0.079802,0.424542,0.145226,0.000139,0.077571,0.44765,0.164802,0.981305,0.073675,0.445746,0.124835,0.964924,0.088162,0.38023,0.146039,0.949724,0.077574,0.447648,0.164779,0.073661,0.445832,0.124824,0.088129,0.380053,0.146114,,,,,,
488,4.066667,0.011738,-0.501864,0.003978,-0.864858,0.079915,0.423886,0.145739,0.000168,0.078336,0.446896,0.165493,0.981305,0.073278,0.44522,0.125646,0.964924,0.08813,0.379541,0.146078,0.949724,0.078336,0.446925,0.165482,0.073266,0.445292,0.125637,0.088084,0.379318,0.146119,,,,,,
489,4.075,0.01321,-0.521456,0.005279,-0.85316,0.079577,0.424291,0.146131,0.000158,0.078929,0.447381,0.165844,0.972296,0.072057,0.445555,0.126276,0.964598,0.087744,0.379936,0.146272,0.944873,0.078932,0.447403,0.16585,0.072044,0.445619,0.126251,0.087706,0.379744,0.146313,,,,,,
490,4.083333,0.012946,-0.508298,0.002696,-0.86108,0.079221,0.424645,0.145819,0.000159,0.077863,0.447667,0.165575,0.972296,0.072215,0.44594,0.12581,0.964598,0.087586,0.380327,0.146072,0.944873,0.077862,0.447691,0.165559,0.072206,0.446008,0.12581,0.087544,0.380119,0.146112,,,,,,
491,4.091667,0.014467,-0.50762,0.001235,-0.861459,0.079645,0.424387,0.145314,0.00019,0.078163,0.447426,0.165042,0.965519,0.072582,0.445631,0.125271,0.96118,0.088189,0.380104,0.145629,0.93058,0.078162,0.447469,0.165044,0.072571,0.445697,0.125257,0.088138,0.379858,0.145659,,,,,,
492,4.1,0.012509,-0.528047,0.004655,-0.84911,0.079526,0.424417,0.145886,0.000148,0.079181,0.447472,0.165648,0.965519,0.071698,0.445717,0.126189,0.96118,0.0877,0.380063,0.145821,0.93058,0.079184,0.447498,0.165658,0.071686,0.445773,0.126166,0.087664,0.379886,0.14585,,,,,,
493,4.108333,0.014043,-0.522556,-0.000556,-0.852489,0.078794,0.425092,0.145999,0.00011,0.077952,0.448082,0.165821,0.97981,0.070991,0.446366,0.126265,0.978284,0.08744,0.380827,0.145911,0.959209,0.077951,0.448111,0.165821,0.070984,0.446404,0.12626,0.08741,0.380683,0.145923,,,,,,
494,4.116667,0.014567,-0.514875,-0.002721,-0.857137,0.078965,0.424783,0.14544,0.000126,0.077665,0.447739,0.165278,0.97981,0.071421,0.446053,0.1256,0.978284,0.087808,0.380558,0.145442,0.959209,0.077666,0.447748,0.165264,0.071408,0.44612,0.125591,0.087779,0.380392,0.145491,,,,,,
495,4.125,0.012173,-0.526424,-0.00114,-0.850134,0.079507,0.423997,0.145602,0.000178,0.078869,0.446914,0.165517,0.981294,0.071547,0.445352,0.126019,0.970729,0.088103,0.379724,0.145271,0.953184,0.078872,0.446944,0.165535,0.071533,0.445417,0.125986,0.088063,0.379516,0.145304,,,,,,
496,4.133333,0.011125,-0.544578,0.002414,-0.838633,0.079439,0.424223,0.146081,0.000107,0.079828,0.447187,0.165948,0.981848,0.070808,0.445597,0.126804,0.977662,0.087681,0.379886,0.14549,0.96003,0.079829,0.447209,0.165942,0.070801,0.445643,0.126801,0.087654,0.379745,0.145513,,,,,,
497,4.141667,0.009218,-0.533399,0.00369,-0.845805,0.079357,0.424567,0.145972,0.000153,0.079307,0.447492,0.165888,0.981848,0.071325,0.446011,0.126515,0.977662,0.087438,0.380199,0.145513,0.96003,0.079308,0.447526,0.165894,0.071316,0.446064,0.126501,0.087397,0.380006,0.145532,,,,,,
498,4.15,0.010732,-0.53094,0.004001,-0.847332,0.079991,0.424433,0.145237,0.000171,0.0798,0.447415,0.165086,0.965941,0.072047,0.445811,0.125672,0.968242,0.088125,0.380072,0.144953,0.937265,0.079798,0.447468,0.165094,0.072041,0.445856,0.125668,0.088073,0.379849,0.144952,,,,,,
499,4.158333,0.008382,-0.548743,0.006238,-0.835926,0.080177,0.424358,0.1457,0.000133,0.08098,0.447308,0.165571,0.965941,0.071561,0.445822,0.126517,0.968242,0.087991,0.379944,0.145013,0.937265,0.080979,0.447351,0.165574,0.071557,0.445859,0.126516,0.08795,0.37977,0.145013,,,,,,
500,4.166667,0.009776,-0.552173,0.002912,-0.833667,0.079597,0.425057,0.145811,0.000047,0.080404,0.447987,0.165705,0.989899,0.070672,0.446485,0.126729,0.992027,0.087716,0.380701,0.144998,0.982943,0.080406,0.448008,0.165709,0.070672,0.446496,0.126729,0.087702,0.380642,0.144994,,,,,,
501,4.175,0.010455,-0.541223,0.005555,-0.840796,0.079626,0.424866,0.145328,0.000109,0.079991,0.447872,0.165147,0.989899,0.071277,0.446247,0.125935,0.992027,0.08761,0.38048,0.144903,0.982943,0.07999,0.447884,0.165134,0.071269,0.446301,0.125933,0.087584,0.38034,0.144939,,,,,,
502,4.183333,0.009335,-0.550656,0.00371,-0.834672,0.080311,0.424075,0.145051,0.00009,0.081086,0.447006,0.164945,0.977332,0.071494,0.445516,0.125934,0.985794,0.088353,0.379704,0.144274,0.969574,0.081088,0.447054,0.164966,0.071495,0.44552,0.125929,0.088324,0.3796,0.144247,,,,,,
503,4.191667,0.008888,-0.568615,0.007671,-0.82252,0.080133,0.424167,0.145484,0.000049,0.081939,0.447161,0.165238,0.977332,0.070656,0.445606,0.126684,0.985794,0.087804,0.379733,0.144532,0.969574,0.081944,0.447194,0.165253,0.070658,0.445604,0.126681,0.087786,0.37968,0.144512,,,,,,
504,4.2,0.007592,-0.561145,0.007303,-0.82765,0.079749,0.424433,0.145656,0.000095,0.081212,0.447376,0.165497,0.978176,0.070629,0.445926,0.126741,0.985843,0.087408,0.379996,0.14473,0.964614,0.081211,0.447424,0.165505,0.07063,0.445937,0.126747,0.087371,0.379871,0.144705,,,,,,
505,4.208333,0.012228,-0.557649,0.007438,-0.829953,0.079872,0.424466,0.144712,0.000171,0.081053,0.447571,0.164384,0.978176,0.070801,0.445764,0.125554,0.985843,0.087761,0.380063,0.1442,0.964614,0.081049,0.447621,0.16438,0.070795,0.445813,0.125557,0.087709,0.379835,0.144204,,,,,,
506,4.216667,0.010429,-0.572314,0.008769,-0.819922,0.079935,0.424264,0.145062,0.000171,0.081924,0.447332,0.164711,0.96687,0.070292,0.445634,0.126267,0.968119,0.08759,0.379826,0.144208,0.936654,,,,,,,,,,0.08193,0.447349,0.164731,0.070291,0.445631,0.126253
507,4.225,0.012286,-0.583,0.008179,-0.812338,0.079432,0.424996,0.14514,0.000171,0.081872,0.448116,0.164677,0.96687,0.06924,0.446295,0.126555,0.968119,0.087185,0.380577,0.144187,0.936654,,,,,,,,,,0.081879,0.448113,0.164686,0.069237,0.446301,0.126542
508,4.233333,0.014649,-0.570981,0.007914,-0.820795,0.079379,0.425056,0.144677,0.000076,0.081162,0.448253,0.164194,0.98561,0.069661,0.446253,0.125725,0.983754,0.087315,0.380663,0.144111,0.973428,0.081161,0.44827,0.164184,0.069659,0.446283,0.125731,0.087297,0.380568,0.144123,,,,,,
509,4.241667,0.013439,-0.57665,0.010653,-0.816812,0.079875,0.424202,0.144284,0.000076,0.082067,0.447409,0.163747,0.98561,0.070026,0.445436,0.125442,0.983754,0.087531,0.37976,0.143663,0.973428,,,,,,,,,,0.082076,0.447428,0.163773,0.070024,0.44543,0.125423
510,4.25,0.010401,-0.59334,0.015356,-0.804738,0.080052,0.424048,0.144777,0.000076,0.083315,0.447231,0.164118,0.98561,0.069692,0.445395,0.12634,0.983754,0.087148,0.379518,0.143873,0.973428,,,,,,,,,,0.083326,0.447236,0.164144,0.069686,0.445397,0.126316
511,4.258333,0.008701,-0.591936,0.015837,-0.805782,0.080015,0.424309,0.145065,0.000076,0.083273,0.447442,0.164468,0.98561,0.069779,0.445723,0.126638,0.983754,0.086993,0.379762,0.14409,0.973428,,,,,,,,,,0.083282,0.447459,0.164487,0.069777,0.445719,0.126624
