Frame,Time,Rigid BodybugRotationX,Rigid BodybugRotationY,Rigid BodybugRotationZ,Rigid BodybugRotationW,Rigid BodybugPositionX,Rigid BodybugPositionY,Rigid BodybugPositionZ,Rigid BodybugError Per Marker,Rigid Body Markerbug_1PositionX,Rigid Body Markerbug_1PositionY,Rigid Body Markerbug_1PositionZ,Rigid Body Markerbug_1Marker Quality,Rigid Body Markerbug_2PositionX,Rigid Body Markerbug_2PositionY,Rigid Body Markerbug_2PositionZ,Rigid Body Markerbug_2Marker Quality,Rigid Body Markerbug_3PositionX,Rigid Body Markerbug_3PositionY,Rigid Body Markerbug_3PositionZ,Rigid Body Markerbug_3Marker Quality,Markerbug:Marker1PositionX,Markerbug:Marker1PositionY,Markerbug:Marker1PositionZ,Markerbug:Marker2PositionX,Markerbug:Marker2PositionY,Markerbug:Marker2PositionZ,Markerbug:Marker3PositionX,Markerbug:Marker3PositionY,Markerbug:Marker3PositionZ,MarkerUnlabeled:100PositionX,MarkerUnlabeled:100PositionY,MarkerUnlabeled:100PositionZ,MarkerUnlabeled:101PositionX,MarkerUnlabeled:101PositionY,MarkerUnlabeled:101PositionZ
,,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,bug,bug,bug,bug,bug,bug,bug,bug,bug_1,bug_1,bug_1,bug_1,bug_2,bug_2,bug_2,bug_2,bug_3,bug_3,bug_3,bug_3,bug:Marker1,bug:Marker1,bug:Marker1,bug:Marker2,bug:Marker2,bug:Marker2,bug:Marker3,bug:Marker3,bug:Marker3,Unlabeled:100,Unlabeled:100,Unlabeled:100,Unlabeled:101,Unlabeled:101,Unlabeled:101
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Error Per Marker,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time,X,Y,Z,W,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
734,6.116667,0.012087,-0.97097,-0.009826,0.238693,0.070138,0.424362,0.146216,0.000101,0.081894,0.447516,0.130473,0.961318,0.064682,0.445608,0.166753,0.979351,0.063838,0.379961,0.141422,0.979132,0.0819,0.447532,0.130451,0.064663,0.445626,0.166783,0.06387,0.379855,0.141395,,,,,,
735,6.125,0.004961,-0.976112,-0.00662,0.217113,0.070119,0.424012,0.144809,0.000037,0.082861,0.446865,0.129396,0.979204,0.064038,0.445519,0.164893,0.975768,0.063458,0.379651,0.140136,0.96934,0.082864,0.446902,0.129395,0.064036,0.445479,0.164859,0.063439,0.37968,0.14013,,,,,,
736,6.133333,0.008528,-0.981867,-0.004062,0.189334,0.069909,0.424596,0.145248,0.000063,0.083333,0.447501,0.130505,0.991433,0.062535,0.446117,0.16488,0.979554,0.063859,0.380171,0.140358,0.981531,0.083332,0.447525,0.130507,0.062536,0.446059,0.164832,0.063839,0.380227,0.140354,,,,,,
737,6.141667,0.001706,-0.982426,-0.007444,0.186499,0.071136,0.425496,0.145331,0.000047,0.084979,0.44826,0.130758,0.991433,0.063967,0.447042,0.16501,0.979554,0.064461,0.381185,0.140223,0.981531,0.084981,0.448281,0.130757,0.063966,0.446993,0.164973,0.06444,0.381228,0.140227,,,,,,
738,6.15,0.001084,-0.984035,-0.005395,0.177889,0.071131,0.425406,0.144612,0.000063,0.085241,0.448101,0.130188,0.987658,0.063632,0.44704,0.164071,0.9767,0.064519,0.381078,0.139576,0.988019,0.085255,0.448082,0.130151,0.06361,0.447079,0.164125,0.064528,0.381055,0.139533,,,,,,
739,6.158333,0.003554,-0.987563,-0.00604,0.15707,0.070632,0.425022,0.14431,0.000045,0.085238,0.44781,0.130542,0.987658,0.062222,0.44658,0.163479,0.9767,0.064436,0.380677,0.138908,0.988019,0.085247,0.447814,0.130527,0.062214,0.446541,0.163465,0.064418,0.380727,0.13891,,,,,,
740,6.166667,0.008867,-0.992279,-0.006194,0.123557,0.070231,0.424821,0.145097,0.00006,0.085505,0.447787,0.132391,0.981553,0.060326,0.446246,0.163692,0.980591,0.064862,0.38043,0.139208,0.992819,0.085542,0.447817,0.132333,0.06029,0.446229,0.163732,0.064837,0.380459,0.139217,,,,,,
741,6.175,0.015032,-0.992136,-0.009063,0.123925,0.069884,0.424521,0.145357,0.000045,0.084882,0.447753,0.132807,0.981553,0.059747,0.445696,0.164114,0.980591,0.065023,0.380114,0.139152,0.992819,0.084906,0.447756,0.132763,0.059717,0.445695,0.16415,0.06501,0.380151,0.139146,,,,,,
742,6.183333,0.015947,-0.992866,-0.009602,0.117778,0.069615,0.424046,0.144515,0.000022,0.084731,0.447319,0.132184,0.993763,0.059214,0.445177,0.163175,0.995411,0.0649,0.379641,0.138185,0.994528,0.084734,0.447334,0.132176,0.059206,0.445186,0.163185,0.064885,0.379633,0.138193,,,,,,
743,6.191667,0.021365,-0.995966,-0.007011,0.086872,0.068704,0.42428,0.144703,0.000036,0.084312,0.447683,0.133262,0.993763,0.056938,0.445347,0.162611,0.995411,0.064862,0.379811,0.138237,0.994528,0.084321,0.447726,0.133249,0.056927,0.445325,0.162608,0.064836,0.37981,0.138254,,,,,,
744,6.2,0.021268,-0.996293,-0.010698,0.08267,0.069197,0.425116,0.14522,0.000062,0.08492,0.448589,0.134083,0.984224,0.057302,0.446059,0.163187,0.985903,0.06537,0.3807,0.138389,0.983013,0.084941,0.448648,0.134057,0.057284,0.446012,0.163186,0.065332,0.380702,0.138425,,,,,,
745,6.208333,0.023649,-0.99659,-0.011467,0.078213,0.068927,0.425296,0.144755,0.000071,0.084642,0.448863,0.133809,0.984224,0.056777,0.446147,0.162659,0.985903,0.065362,0.380878,0.137798,0.983013,0.084662,0.448932,0.133784,0.056762,0.446092,0.162651,0.065313,0.38089,0.137858,,,,,,
746,6.216667,0.025781,-0.998227,-0.006621,0.053246,0.068671,0.424721,0.143926,0.000073,0.084819,0.44827,0.133589,0.975323,0.055549,0.44566,0.161023,0.991851,0.065645,0.380232,0.137167,0.977815,0.084841,0.448337,0.133575,0.055535,0.445639,0.161024,0.065602,0.380161,0.137228,,,,,,
747,6.225,0.027019,-0.999385,-0.003518,0.022068,0.068452,0.424727,0.144105,0.000048,0.085163,0.448271,0.134691,0.975323,0.054241,0.445709,0.160253,0.991851,0.065951,0.380202,0.137372,0.977815,0.085177,0.448316,0.134681,0.054231,0.445666,0.160242,0.065909,0.380206,0.137409,,,,,,
748,6.233333,0.027563,-0.999402,-0.002051,0.020766,0.068854,0.424342,0.143903,0.000072,0.085563,0.447878,0.134467,0.984366,0.054576,0.445353,0.159954,0.981147,0.066422,0.379795,0.13729,0.980271,0.085588,0.447925,0.134446,0.054565,0.44528,0.15997,0.066368,0.379799,0.137347,,,,,,
749,6.241667,0.021737,-0.999745,0.005203,0.003308,0.069678,0.423976,0.142666,0.000072,0.086983,0.447189,0.133508,0.984366,0.05509,0.445368,0.157915,0.981147,0.066961,0.379371,0.136576,0.980271,,,,,,,,,,0.086985,0.447186,0.133501,0.055077,0.445372,0.157923
750,6.25,0.021877,-0.999479,0.008815,-0.022045,0.06974,0.424117,0.142016,0.000072,0.087478,0.447287,0.133607,0.984366,0.054387,0.445591,0.156372,0.981147,0.067355,0.379474,0.136069,0.980271,,,,,,,,,,0.087499,0.447305,0.133588,0.054363,0.445576,0.156385
751,6.258333,0.017692,-0.998829,0.01108,-0.043636,0.070524,0.425041,0.14248,0.000078,0.088798,0.448038,0.134774,0.971816,0.054738,0.446688,0.156088,0.99217,0.068036,0.380397,0.13658,0.977772,0.088832,0.4481,0.134756,0.054722,0.446644,0.156087,0.06798,0.380311,0.136669,,,,,,
752,6.266667,0.012176,-0.998462,0.011439,-0.052855,0.071162,0.42543,0.142155,0.000078,0.089824,0.448228,0.134793,0.971816,0.055362,0.447247,0.15547,0.99217,0.068301,0.380816,0.136202,0.977772,,,,,,,,,,0.089844,0.448244,0.134779,0.05534,0.447235,0.155481
753,6.275,0.01098,-0.99782,0.010489,-0.064225,0.071352,0.42492,0.141355,0.000063,0.090222,0.447696,0.134473,0.976518,0.055296,0.446739,0.154358,0.994254,0.068539,0.380325,0.135235,0.982068,0.090253,0.44775,0.134461,0.055283,0.4467,0.154355,0.068488,0.380256,0.135308,,,,,,
754,6.283333,0.017597,-0.995066,0.012065,-0.096893,0.070755,0.424676,0.141762,0.000063,0.089722,0.447691,0.136042,0.976518,0.053586,0.446308,0.153604,0.994254,0.068956,0.380029,0.13564,0.982068,,,,,,,,,,0.089757,0.447722,0.136025,0.053557,0.446286,0.153616
755,6.291667,0.018955,-0.993502,0.010975,-0.111683,0.070865,0.424352,0.142178,0.000063,0.089917,0.447444,0.137077,0.976518,0.053281,0.445899,0.153556,0.994254,0.069399,0.379714,0.135901,0.982068,,,,,,,,,,0.089939,0.447482,0.13707,0.053274,0.44585,0.15357
756,6.3,0.017253,-0.993581,0.007772,-0.11153,0.071001,0.424138,0.141828,0.000112,0.090112,0.447212,0.136875,0.976518,0.053478,0.445654,0.153358,0.994254,0.069412,0.379547,0.135251,0.982068,0.090136,0.447248,0.136868,0.053457,0.44566,0.153371,0.069391,0.379415,0.135327,,,,,,
757,6.308333,0.019932,-0.991229,0.00682,-0.130463,0.070704,0.423883,0.141411,0.000092,0.089852,0.447079,0.137231,0.967688,0.052627,0.445273,0.152305,0.987843,0.069632,0.379298,0.134698,0.975295,0.0899,0.447148,0.137219,0.052602,0.445231,0.152309,0.06957,0.379208,0.134776,,,,,,
758,6.316667,0.019174,-0.986483,0.005636,-0.162639,0.070307,0.424739,0.14204,0.000094,0.089696,0.447938,0.1392,0.967688,0.05157,0.4461,0.151818,0.987843,0.069654,0.38018,0.135103,0.975295,0.089745,0.448007,0.139193,0.051557,0.446009,0.151803,0.069564,0.380213,0.135128,,,,,,
759,6.325,0.021825,-0.987262,0.002906,-0.157572,0.070424,0.425167,0.142492,0.000092,0.089644,0.448495,0.139552,0.976304,0.051663,0.446372,0.152556,0.983602,0.069967,0.380635,0.135367,0.971304,0.089666,0.448529,0.139549,0.051643,0.446372,0.152563,0.069944,0.380528,0.135429,,,,,,
760,6.333333,0.021037,-0.984926,0.00199,-0.17168,0.070847,0.42479,0.141708,0.000134,0.090167,0.448104,0.13938,0.976304,0.051828,0.445989,0.151289,0.983602,0.070547,0.380278,0.134454,0.971304,0.090208,0.448176,0.139379,0.051806,0.445967,0.151292,0.07049,0.38012,0.134554,,,,,,
761,6.341667,0.019186,-0.978933,0.004998,-0.203217,0.070869,0.42481,0.141458,0.000141,0.090401,0.448033,0.140288,0.965368,0.051367,0.446128,0.149715,0.973834,0.070838,0.38027,0.134371,0.955023,0.090434,0.448079,0.140287,0.051339,0.446134,0.149725,0.070812,0.380101,0.134461,,,,,,
762,6.35,0.018723,-0.977048,0.004397,-0.212149,0.071215,0.424533,0.141534,0.000135,0.090777,0.447748,0.140759,0.965368,0.051577,0.445847,0.14947,0.973834,0.071292,0.380004,0.134372,0.955023,0.090818,0.447804,0.14076,0.05155,0.445838,0.149476,0.071252,0.379849,0.134459,,,,,,
763,6.358333,0.017616,-0.971832,0.007442,-0.234897,0.071434,0.424017,0.141428,0.000136,0.091084,0.44717,0.141463,0.962232,0.051513,0.445425,0.148338,0.982038,0.071704,0.379454,0.134483,0.953379,0.091111,0.447249,0.141473,0.051506,0.445398,0.148334,0.071641,0.379273,0.134587,,,,,,
764,6.366667,0.01539,-0.967598,0.009777,-0.251836,0.071967,0.424026,0.141209,0.000144,0.09172,0.447081,0.141866,0.962232,0.051925,0.445555,0.147356,0.982038,0.072254,0.379442,0.134406,0.953379,0.091739,0.447136,0.141875,0.05191,0.445548,0.147364,0.072221,0.379247,0.134508,,,,,,
765,6.375,0.012197,-0.962804,0.013219,-0.269603,0.072522,0.424273,0.140966,0.000149,0.092411,0.447186,0.142249,0.965227,0.052429,0.445977,0.146271,0.976372,0.072727,0.379657,0.134376,0.95035,0.092441,0.447241,0.142258,0.052403,0.445965,0.146283,0.072693,0.379469,0.134474,,,,,,
766,6.383333,0.009687,-0.958295,0.014698,-0.285239,0.073025,0.424582,0.140789,0.000151,0.092978,0.447395,0.142695,0.96632,0.052881,0.446395,0.145411,0.970923,0.073216,0.379957,0.134262,0.949411,0.093001,0.447434,0.142703,0.052856,0.446407,0.145422,0.073203,0.379763,0.134359,,,,,,
767,6.391667,0.007869,-0.952726,0.014837,-0.303365,0.073394,0.42487,0.140765,0.000144,0.093326,0.447622,0.14345,0.96632,0.053152,0.446737,0.144641,0.970923,0.073702,0.38025,0.134204,0.949411,0.093348,0.447675,0.143462,0.053135,0.446736,0.144646,0.073671,0.380061,0.134298,,,,,,
768,6.4,0.007311,-0.947461,0.014414,-0.319463,0.073589,0.424947,0.140745,0.000157,0.093425,0.447691,0.144132,0.963131,0.053233,0.446816,0.14396,0.971244,0.07411,0.380335,0.134142,0.948137,0.093454,0.447744,0.144144,0.053209,0.446819,0.143964,0.074083,0.38014,0.134239,,,,,,
769,6.408333,0.007759,-0.942393,0.013601,-0.334141,0.073695,0.424745,0.140773,0.000158,0.093372,0.44752,0.144804,0.963131,0.053207,0.446571,0.143384,0.971244,0.074504,0.380143,0.134133,0.948137,0.093394,0.447571,0.144817,0.053187,0.446581,0.143388,0.074481,0.379938,0.134232,,,,,,
770,6.416667,0.008689,-0.936924,0.01224,-0.349211,0.073667,0.424395,0.140839,0.000147,0.093133,0.447224,0.145543,0.968524,0.053037,0.446152,0.142836,0.972212,0.074831,0.37981,0.13414,0.94888,0.093149,0.447265,0.145554,0.053022,0.446169,0.14284,0.074818,0.379615,0.134234,,,,,,
771,6.425,0.011296,-0.931791,0.010144,-0.362678,0.073492,0.424024,0.140922,0.000148,0.092659,0.446972,0.146231,0.968524,0.052666,0.445636,0.142371,0.972212,0.075151,0.379463,0.134164,0.94888,0.092686,0.447022,0.146246,0.052646,0.445644,0.142372,0.075127,0.379278,0.134252,,,,,,
772,6.433333,0.014282,-0.926601,0.007966,-0.375691,0.073235,0.423933,0.140963,0.000163,0.092073,0.447013,0.14685,0.961533,0.052214,0.445386,0.141873,0.969153,0.075418,0.379401,0.134166,0.947401,0.092109,0.447069,0.14687,0.052187,0.445394,0.141873,0.075393,0.379207,0.134256,,,,,,
773,6.441667,0.017182,-0.920909,0.006173,-0.389349,0.073,0.424206,0.140961,0.000149,0.091491,0.44741,0.147431,0.961533,0.051809,0.445508,0.141279,0.969153,0.0757,0.379701,0.134171,0.947401,0.091525,0.447446,0.147448,0.051774,0.44553,0.141278,0.075696,0.37953,0.134253,,,,,,
774,6.45,0.019439,-0.915057,0.004981,-0.402825,0.072863,0.424583,0.140903,0.00016,0.091029,0.447881,0.147931,0.963593,0.051555,0.445769,0.140616,0.965358,0.076003,0.380099,0.134163,0.950822,0.09107,0.44792,0.147951,0.051512,0.445789,0.140613,0.076,0.379923,0.134247,,,,,,
775,6.458333,0.020874,-0.908673,0.004481,-0.416963,0.072856,0.424841,0.140826,0.00014,0.090717,0.448199,0.148417,0.963593,0.051496,0.445955,0.139883,0.965358,0.076357,0.380371,0.134177,0.950822,0.090768,0.448234,0.148441,0.051445,0.445965,0.139873,0.07635,0.380236,0.13424,,,,,,
776,6.466667,0.021312,-0.901994,0.005045,-0.431193,0.072967,0.424866,0.140736,0.000149,0.090563,0.448243,0.148865,0.966554,0.051631,0.445963,0.139103,0.963787,0.076706,0.380393,0.134239,0.957588,0.090611,0.448265,0.148887,0.051574,0.44599,0.139093,0.076718,0.380246,0.134313,,,,,,
777,6.475,0.020749,-0.894601,0.00539,-0.446352,0.073226,0.424681,0.140616,0.000149,0.090557,0.44804,0.149345,0.966554,0.051975,0.445796,0.138275,0.963787,0.077145,0.380207,0.134229,0.957588,0.090605,0.448068,0.149371,0.051923,0.445816,0.138261,0.07715,0.380059,0.134302,,,,,,
778,6.483333,0.019165,-0.886771,0.006963,-0.46176,0.073626,0.424354,0.140511,0.000162,0.090732,0.447655,0.149816,0.962522,0.052549,0.445546,0.137418,0.960358,0.077597,0.379859,0.134299,0.955608,0.090789,0.44768,0.149848,0.052485,0.445568,0.137398,0.077607,0.379706,0.134376,,,,,,
779,6.491667,0.016573,-0.878294,0.008472,-0.477759,0.074196,0.424088,0.140428,0.000152,0.09108,0.447295,0.150356,0.962522,0.053361,0.445395,0.136579,0.960358,0.078148,0.379573,0.13435,0.955608,0.091128,0.447316,0.150385,0.053304,0.44542,0.13656,0.078161,0.379424,0.134428,,,,,,
780,6.5,0.013268,-0.869187,0.010224,-0.4942,0.074826,0.424011,0.140398,0.000129,0.091484,0.447097,0.150969,0.965888,0.054298,0.445462,0.13578,0.962582,0.078698,0.379472,0.134447,0.95719,0.091534,0.447114,0.151002,0.054241,0.445482,0.135755,0.078707,0.379362,0.134504,,,,,,
781,6.508333,0.010418,-0.860337,0.011501,-0.509489,0.075395,0.424216,0.140406,0.000117,0.091797,0.4472,0.151581,0.973538,0.055164,0.445787,0.135083,0.971637,0.079222,0.37966,0.134554,0.96741,0.091834,0.447218,0.151609,0.055124,0.445806,0.135065,0.079229,0.379548,0.134611,,,,,,
782,6.516667,0.008362,-0.851562,0.011099,-0.52407,0.075846,0.424532,0.140414,0.000106,0.091917,0.44744,0.152209,0.973538,0.055864,0.446172,0.134468,0.971637,0.079757,0.379983,0.134565,0.96741,0.091959,0.447459,0.152241,0.05582,0.446185,0.134445,0.079758,0.379896,0.134608,,,,,,
783,6.525,0.007097,-0.842725,0.008664,-0.538228,0.076212,0.424788,0.140409,0.000065,0.091859,0.447644,0.152859,0.983814,0.056419,0.446446,0.133919,0.982419,0.080358,0.380276,0.134449,0.984651,0.091888,0.447652,0.152883,0.056387,0.446457,0.133901,0.080362,0.380229,0.134474,,,,,,
784,6.533333,0.006891,-0.834139,0.005959,-0.551479,0.076413,0.424843,0.140409,0.000046,0.091592,0.447682,0.153455,0.983814,0.05677,0.446476,0.133402,0.982419,0.080878,0.380372,0.134371,0.984651,0.091622,0.447702,0.153484,0.056744,0.44647,0.133383,0.080867,0.380355,0.134369,,,,,,
785,6.541667,0.008576,-0.825274,0.012602,-0.564526,0.076261,0.424612,0.140774,0.000046,0.091121,0.447556,0.154,0.984619,0.056946,0.446231,0.132872,0.988871,0.080717,0.380048,0.135449,0.991781,,,,,,,,,,0.091156,0.447555,0.154029,0.056907,0.446237,0.132844
786,6.55,0.010556,-0.816668,0.010908,-0.576908,0.076145,0.424301,0.140841,0.000046,0.09047,0.44732,0.154519,0.984619,0.056953,0.445816,0.132372,0.988871,0.08101,0.379767,0.135631,0.991781,,,,,,,,,,0.090499,0.447323,0.154545,0.056924,0.445817,0.132349
787,6.558333,0.01344,-0.808225,0.008518,-0.588659,0.075898,0.424057,0.140877,0.000046,0.089641,0.447178,0.154974,0.984619,0.056789,0.445427,0.13187,0.988871,0.081264,0.379567,0.135786,0.991781,,,,,,,,,,0.089676,0.447183,0.155008,0.056753,0.445429,0.13184
788,6.566667,0.016399,-0.799547,0.0051,-0.600358,0.075618,0.424093,0.140868,0.000048,0.088731,0.447306,0.155405,0.984619,0.05658,0.445306,0.131354,0.988871,0.081541,0.379666,0.135843,0.991781,0.088761,0.447298,0.155433,0.056547,0.445306,0.131325,0.081542,0.379708,0.135826,,,,,,
789,6.575,0.018908,-0.790769,0.001378,-0.611822,0.075405,0.424348,0.140798,0.00003,0.087888,0.447627,0.155779,0.989423,0.05646,0.445424,0.130808,0.989875,0.081867,0.379992,0.135808,0.998454,0.087914,0.447633,0.155809,0.056433,0.44542,0.130782,0.081863,0.380004,0.135799,,,,,,
790,6.583333,0.020722,-0.782045,-0.000316,-0.622877,0.075331,0.424633,0.140722,0.000046,0.087265,0.447964,0.156066,0.989423,0.056563,0.445618,0.13022,0.989875,0.082166,0.380317,0.135881,0.998454,0.087296,0.447986,0.156108,0.056536,0.445605,0.130189,0.082154,0.380321,0.135865,,,,,,
791,6.591667,0.021939,-0.773077,-0.000905,-0.633932,0.075389,0.424811,0.14067,0.000047,0.086812,0.448179,0.156342,0.986415,0.056864,0.445738,0.129634,0.984845,0.082492,0.380515,0.136032,0.993194,0.086841,0.448201,0.156384,0.056842,0.445723,0.129604,0.082477,0.380538,0.136004,,,,,,
792,6.6,0.022985,-0.763899,-0.001732,-0.644924,0.075575,0.424745,0.140642,0.000099,0.086473,0.448141,0.156644,0.986415,0.057309,0.445622,0.12909,0.984845,0.082943,0.380474,0.136192,0.993194,0.086498,0.448165,0.156683,0.057282,0.445665,0.129051,0.082962,0.380412,0.136199,,,,,,
793,6.608333,0.021941,-0.751858,0.000301,-0.65896,0.075932,0.424539,0.14059,0.000062,0.086318,0.447912,0.156962,0.978432,0.058185,0.445469,0.128348,0.987691,0.083295,0.380235,0.13646,0.987418,0.086343,0.447956,0.157008,0.05817,0.445456,0.128319,0.083289,0.380211,0.136435,,,,,,
794,6.616667,0.020479,-0.741077,0.001976,-0.671105,0.076357,0.424241,0.140618,0.000063,0.086295,0.447575,0.157319,0.978432,0.0591,0.445239,0.127805,0.987691,0.083676,0.379908,0.13673,0.987418,0.086318,0.447618,0.157364,0.059084,0.445232,0.127775,0.083672,0.379884,0.136705,,,,,,
795,6.625,0.017961,-0.729489,0.003988,-0.683745,0.076873,0.424042,0.140676,0.000081,0.086368,0.447304,0.157731,0.978847,0.06019,0.445152,0.127297,0.986887,0.084059,0.379669,0.136999,0.986749,0.086395,0.447349,0.157783,0.06017,0.445155,0.127256,0.084058,0.379636,0.136972,,,,,,
796,6.633333,0.015116,-0.716929,0.006394,-0.696953,0.077426,0.424101,0.140783,0.000081,0.086451,0.447287,0.158194,0.972578,0.061388,0.445334,0.126823,0.983903,0.084437,0.379683,0.137332,0.982448,0.086476,0.447345,0.158251,0.061368,0.445325,0.126787,0.084429,0.37965,0.137293,,,,,,
797,6.641667,0.01287,-0.706144,0.007651,-0.70791,0.077869,0.424352,0.140946,0.000078,0.086458,0.447471,0.158664,0.972578,0.062365,0.445678,0.126532,0.983903,0.084785,0.379907,0.137642,0.982448,0.086477,0.447517,0.158705,0.062344,0.445692,0.126502,0.084787,0.379872,0.137616,,,,,,
798,6.65,0.011069,-0.694412,0.008524,-0.719442,0.078223,0.424587,0.141111,0.000068,0.086299,0.447653,0.159137,0.980971,0.063272,0.445984,0.126226,0.986994,0.085097,0.380124,0.13797,0.981229,0.086308,0.447703,0.159167,0.063259,0.446001,0.126209,0.085099,0.380089,0.137941,,,,,,
799,6.658333,0.009783,-0.682198,0.007992,-0.731058,0.07842,0.42469,0.141336,0.000085,0.085896,0.447704,0.159685,0.980971,0.063991,0.446136,0.126012,0.986994,0.085374,0.380232,0.138311,0.981229,0.085916,0.447747,0.159731,0.063968,0.446157,0.125975,0.085378,0.380195,0.138283,,,,,,
800,6.666667,0.009263,-0.670423,0.006972,-0.741888,0.078503,0.4246,0.141546,0.00009,0.08536,0.447581,0.160174,0.972166,0.064545,0.446062,0.125814,0.980843,0.085605,0.380156,0.138649,0.979394,0.08538,0.447634,0.160233,0.064526,0.44607,0.125776,0.085601,0.380117,0.138608,,,,,,
801,6.675,0.009725,-0.65873,0.00553,-0.752296,0.07847,0.424361,0.141719,0.000121,0.084669,0.447339,0.16058,0.972166,0.064943,0.445801,0.125585,0.980843,0.085798,0.379943,0.138991,0.979394,0.084696,0.447401,0.160661,0.064918,0.445809,0.125532,0.085793,0.379886,0.138945,,,,,,
802,6.683333,0.011239,-0.647904,0.004973,-0.761623,0.078369,0.42415,0.141755,0.000099,0.083955,0.447175,0.160751,0.970321,0.065241,0.445523,0.125209,0.977569,0.085911,0.379751,0.139305,0.977653,0.083975,0.447226,0.160815,0.065219,0.445538,0.125162,0.08591,0.37971,0.139267,,,,,,
803,6.691667,0.013546,-0.637252,0.004037,-0.770526,0.078171,0.424066,0.141762,0.000094,0.08312,0.447158,0.160853,0.970321,0.065406,0.445341,0.12481,0.977569,0.085987,0.379699,0.139623,0.977653,0.08313,0.44721,0.160896,0.065389,0.445367,0.12478,0.085987,0.379645,0.139586,,,,,,
804,6.7,0.015608,-0.62526,0.003119,-0.780254,0.078001,0.424232,0.141744,0.000112,0.082256,0.44738,0.160934,0.970071,0.065671,0.44542,0.124366,0.976148,0.086075,0.379897,0.139932,0.969848,0.082268,0.447438,0.160984,0.065651,0.445453,0.124328,0.086072,0.379831,0.139889,,,,,,
805,6.708333,0.016464,-0.613806,-0.001257,-0.789284,0.078004,0.424561,0.141576,0.000182,0.081508,0.447657,0.160979,0.970071,0.066007,0.445724,0.123937,0.976148,0.086499,0.380302,0.139811,0.969848,0.081522,0.447723,0.161049,0.066022,0.44562,0.12392,0.086443,0.380538,0.139562,,,,,,
806,6.716667,0.017423,-0.602537,-0.00223,-0.797898,0.078075,0.424754,0.141517,0.00022,0.080956,0.44786,0.161011,0.977213,0.066517,0.445881,0.123544,0.931998,0.086751,0.380522,0.139996,0.925944,0.080966,0.447927,0.161074,0.06654,0.445762,0.12354,0.086688,0.380817,0.1397,,,,,,
807,6.725,0.01819,-0.589495,0.005019,-0.807552,0.078024,0.424713,0.141783,0.00022,0.080508,0.447978,0.161143,0.977213,0.06728,0.445779,0.123244,0.931998,0.086286,0.380383,0.140963,0.925944,,,,,,,,,,0.080518,0.447992,0.161177,0.067272,0.445776,0.123215
808,6.733333,0.017308,-0.576507,0.005546,-0.81689,0.078309,0.424583,0.141828,0.00022,0.080201,0.447825,0.161281,0.977213,0.068191,0.445682,0.122976,0.931998,0.086534,0.380243,0.141227,0.925944,,,,,,,,,,0.080213,0.447837,0.161315,0.068184,0.445679,0.122946
809,6.741667,0.015971,-0.563301,0.007474,-0.826064,0.078684,0.424325,0.141971,0.00022,0.080045,0.447558,0.161479,0.977213,0.069266,0.445467,0.122807,0.931998,0.086742,0.379951,0.141626,0.925944,,,,,,,,,,0.080055,0.447572,0.16151,0.069262,0.445464,0.12278
810,6.75,0.014183,-0.549598,0.006746,-0.835281,0.079234,0.424099,0.142118,0.000096,0.079954,0.447256,0.16175,0.977213,0.070458,0.445317,0.122735,0.931998,0.087291,0.379724,0.141868,0.925944,0.07996,0.447303,0.161792,0.070455,0.445315,0.122712,0.087264,0.379635,0.141839,,,,,,
811,6.758333,0.011612,-0.535674,0.009952,-0.844286,0.079641,0.424049,0.142389,0.000122,0.079884,0.447186,0.162057,0.971336,0.071677,0.445348,0.122745,0.972584,0.087362,0.379614,0.142365,0.964412,0.079892,0.447218,0.162097,0.071668,0.445372,0.122706,0.087335,0.379499,0.142367,,,,,,
812,6.766667,0.009296,-0.521563,0.012605,-0.853069,0.079984,0.424199,0.142692,0.000147,0.07972,0.447316,0.162383,0.971336,0.072817,0.445566,0.122817,0.972584,0.087415,0.379715,0.142876,0.964412,0.079726,0.447349,0.162415,0.072807,0.445605,0.12278,0.087379,0.37956,0.14289,,,,,,
813,6.775,0.00768,-0.506941,0.013689,-0.861838,0.08024,0.424431,0.14297,0.000177,0.079374,0.447522,0.162674,0.966214,0.073821,0.445847,0.122893,0.95895,0.087527,0.379924,0.143342,0.942143,0.079381,0.447548,0.162699,0.073809,0.44591,0.12285,0.087483,0.379728,0.143382,,,,,,
