Frame,Time,Rigid BodybugRotationX,Rigid BodybugRotationY,Rigid BodybugRotationZ,Rigid BodybugRotationW,Rigid BodybugPositionX,Rigid BodybugPositionY,Rigid BodybugPositionZ,Rigid BodybugError Per Marker,Rigid Body Markerbug_1PositionX,Rigid Body Markerbug_1PositionY,Rigid Body Markerbug_1PositionZ,Rigid Body Markerbug_1Marker Quality,Rigid Body Markerbug_2PositionX,Rigid Body Markerbug_2PositionY,Rigid Body Markerbug_2PositionZ,Rigid Body Markerbug_2Marker Quality,Rigid Body Markerbug_3PositionX,Rigid Body Markerbug_3PositionY,Rigid Body Markerbug_3PositionZ,Rigid Body Markerbug_3Marker Quality,Markerbug:Marker1PositionX,Markerbug:Marker1PositionY,Markerbug:Marker1PositionZ,Markerbug:Marker2PositionX,Markerbug:Marker2PositionY,Markerbug:Marker2PositionZ,Markerbug:Marker3PositionX,Markerbug:Marker3PositionY,Markerbug:Marker3PositionZ,MarkerUnlabeled:100PositionX,MarkerUnlabeled:100PositionY,MarkerUnlabeled:100PositionZ,MarkerUnlabeled:102PositionX,MarkerUnlabeled:102PositionY,MarkerUnlabeled:102PositionZ
277,2.308333,0.012944,-0.212489,0.009887,-0.977028,0.079832,0.424841,0.149273,0.000115,0.067103,0.448002,0.164232,0.981571,0.086249,0.446013,0.128938,0.967641,0.086145,0.380509,0.154651,0.96457,0.067122,0.447921,0.164237,0.08629,0.446121,0.128875,0.086099,0.380482,0.154783,,,,,,
278,2.316667,0.016221,-0.191533,0.007272,-0.981325,0.079451,0.425123,0.148736,0.000085,0.065934,0.448272,0.163005,0.981571,0.086581,0.446229,0.128571,0.967641,0.085839,0.380868,0.154632,0.96457,0.065969,0.448226,0.162956,0.08655,0.446302,0.128576,0.085817,0.380879,0.154711,,,,,,
279,2.325,0.021231,-0.194215,0.007815,-0.980698,0.079831,0.424714,0.148253,0.000105,0.066375,0.447995,0.162364,0.961001,0.086832,0.445622,0.127838,0.983676,0.086286,0.380524,0.154556,0.976582,0.066424,0.44792,0.162295,0.086806,0.44567,0.127865,0.086254,0.380601,0.154645,,,,,,
280,2.333333,0.018512,-0.19555,0.005678,-0.980503,0.079787,0.424312,0.148639,0.000056,0.066298,0.447463,0.16293,0.961001,0.086667,0.445367,0.128335,0.983676,0.086395,0.380105,0.154652,0.976582,0.066322,0.447452,0.162889,0.086651,0.445428,0.128339,0.086387,0.380086,0.154702,,,,,,
281,2.341667,0.020332,-0.220755,0.007688,-0.975087,0.079267,0.424652,0.148719,0.000079,0.066628,0.447921,0.163584,0.992215,0.08518,0.445593,0.127996,0.975357,0.085994,0.380442,0.154577,0.973512,0.066654,0.447874,0.163554,0.085184,0.445687,0.127971,0.085964,0.380401,0.154682,,,,,,
282,2.35,0.018294,-0.201879,0.00763,-0.97921,0.079108,0.42484,0.148429,0.000075,0.0659,0.448052,0.162884,0.992215,0.085815,0.445861,0.128031,0.975357,0.085608,0.380608,0.154371,0.973512,0.065935,0.448039,0.162819,0.08579,0.445927,0.128057,0.085598,0.38059,0.154426,,,,,,
283,2.358333,0.024139,-0.199919,0.007563,-0.979486,0.079796,0.424728,0.148052,0.000144,0.066473,0.448069,0.16219,0.950318,0.086528,0.445531,0.127441,0.984417,0.086386,0.380583,0.154525,0.956962,0.06652,0.447985,0.162135,0.086511,0.445594,0.127442,0.086341,0.380767,0.154723,,,,,,
284,2.366667,0.019929,-0.210465,0.00722,-0.977372,0.079311,0.424564,0.148209,0.000166,0.066333,0.447805,0.162826,0.950318,0.085634,0.445531,0.127634,0.984417,0.085966,0.380357,0.154167,0.956962,0.066344,0.447775,0.162829,0.085657,0.445619,0.127584,0.085873,0.380156,0.154289,,,,,,
285,2.375,0.02133,-0.213349,0.005432,-0.976728,0.078749,0.425162,0.148035,0.000099,0.065767,0.44838,0.162684,0.973877,0.084865,0.446113,0.127381,0.976306,0.085615,0.380993,0.154039,0.975907,0.065809,0.448328,0.162617,0.084842,0.446197,0.127388,0.085594,0.381015,0.154125,,,,,,
286,2.383333,0.020476,-0.198254,0.007411,-0.979909,0.078943,0.425196,0.147739,0.000099,0.065596,0.448449,0.161999,0.973396,0.085769,0.446141,0.127302,0.975363,0.085463,0.380999,0.153916,0.976976,0.065637,0.448398,0.161937,0.085726,0.446217,0.127314,0.085437,0.381014,0.154002,,,,,,
287,2.391667,0.023801,-0.211819,0.007524,-0.97699,0.079367,0.424449,0.147744,0.000171,0.066408,0.447789,0.162219,0.973396,0.08561,0.445264,0.12699,0.975363,0.086082,0.380296,0.154023,0.976976,0.066446,0.447716,0.162174,0.085594,0.445292,0.127003,0.086043,0.380512,0.154215,,,,,,
288,2.4,0.018858,-0.230489,0.007854,-0.972861,0.078886,0.424547,0.148209,0.000078,0.066579,0.44779,0.163389,0.983507,0.084414,0.445539,0.127431,0.983533,0.085665,0.380311,0.153806,0.974186,0.066597,0.447726,0.163387,0.084437,0.445606,0.127391,0.085637,0.380326,0.153913,,,,,,
289,2.408333,0.015747,-0.217877,0.005755,-0.975832,0.078664,0.424837,0.148707,0.000226,0.065893,0.447936,0.163723,0.983507,0.08466,0.44599,0.128225,0.983533,0.08544,0.380584,0.154172,0.974186,0.065947,0.447875,0.163609,0.084622,0.445999,0.128331,0.085408,0.380769,0.154337,,,,,,
290,2.416667,0.016223,-0.206105,0.006387,-0.978375,0.079288,0.424962,0.148143,0.000118,0.066173,0.448088,0.162818,0.982231,0.085789,0.446086,0.127785,0.970294,0.085903,0.380712,0.153826,0.958693,0.066202,0.447993,0.162807,0.085795,0.446211,0.12772,0.085838,0.380692,0.153973,,,,,,
291,2.425,0.014596,-0.217685,0.00765,-0.97588,0.079289,0.424389,0.148485,0.00013,0.066607,0.44752,0.163528,0.982231,0.085383,0.445546,0.128035,0.970294,0.085877,0.380101,0.15389,0.958693,0.066626,0.44744,0.163536,0.085411,0.445659,0.127957,0.085781,0.379967,0.154053,,,,,,
292,2.433333,0.011374,-0.22543,0.00745,-0.974165,0.079099,0.424772,0.149042,0.000091,0.066688,0.447821,0.164433,0.987353,0.084897,0.446053,0.128636,0.972858,0.085714,0.380441,0.154058,0.971623,0.066705,0.447765,0.164434,0.084917,0.446146,0.12858,0.085682,0.380413,0.154166,,,,,,
293,2.441667,0.011274,-0.205976,0.004247,-0.978483,0.078482,0.425231,0.148594,0.00011,0.065313,0.448172,0.16351,0.987353,0.084943,0.446583,0.128463,0.972858,0.08519,0.380938,0.153811,0.971623,0.06535,0.448151,0.163439,0.084916,0.446659,0.128488,0.08514,0.380837,0.153876,,,,,,
294,2.45,0.126879,-0.96155,0.138498,0.200354,0.079066,0.425001,0.148683,0.00012,0.085529,0.446612,0.128351,0.961631,0.065705,0.447595,0.16331,0.991766,0.085963,0.380798,0.154388,0.956815,0.085546,0.446447,0.12841,0.065674,0.447677,0.16335,0.086008,0.380872,0.154254,,,,,,
295,2.458333,0.004506,-0.204284,-0.000851,-0.978901,0.078642,0.424319,0.149291,0.00005,0.065257,0.446933,0.16451,0.961631,0.085016,0.446023,0.129512,0.991766,0.085654,0.38,0.153852,0.956815,0.065277,0.446935,0.164472,0.085002,0.446077,0.129521,0.085652,0.379976,0.153894,,,,,,
296,2.466667,0.003477,-0.228723,0.002877,-0.973481,0.078275,0.424589,0.149532,0.000132,0.065848,0.447299,0.165406,0.973356,0.083824,0.446253,0.129463,0.967038,0.085154,0.380213,0.153727,0.96095,0.065887,0.447205,0.165337,0.083823,0.446376,0.12946,0.085098,0.380193,0.153868,,,,,,
297,2.475,-0.001938,-0.201247,0.001105,-0.979538,0.078284,0.424878,0.149415,0.000134,0.064949,0.447398,0.164818,0.973356,0.08492,0.446773,0.129934,0.967038,0.084983,0.380465,0.153494,0.96095,0.064976,0.447298,0.164808,0.08493,0.446919,0.129859,0.084921,0.380433,0.153644,,,,,,
298,2.483333,-0.12568,0.961839,-0.126524,-0.207515,0.079129,0.424626,0.149406,0.000134,0.085462,0.446597,0.129422,0.962232,0.066219,0.447028,0.164716,0.981719,0.085705,0.380252,0.154079,0.955505,0.085486,0.446436,0.129463,0.066184,0.447118,0.164773,0.085752,0.380295,0.15393,,,,,,
299,2.491667,0.003452,0.225005,-0.004399,0.974342,0.078651,0.424493,0.149698,0.000106,0.066239,0.447075,0.165766,0.962232,0.084486,0.446378,0.129951,0.981719,0.085229,0.380027,0.153377,0.955505,0.066255,0.447017,0.165763,0.084506,0.446499,0.129889,0.08519,0.379961,0.153496,,,,,,
300,2.5,0.00527,0.214519,-0.001798,0.976704,0.078007,0.425136,0.149633,0.000096,0.065156,0.447592,0.165533,0.989984,0.084172,0.447136,0.130116,0.965153,0.084692,0.38068,0.15325,0.972712,0.065186,0.447551,0.165484,0.084149,0.447223,0.130117,0.08463,0.380577,0.15334,,,,,,
301,2.508333,0.002329,0.212675,-0.004505,0.97711,0.078425,0.425162,0.14933,0.000108,0.065606,0.447779,0.165026,0.96839,0.084752,0.447002,0.129685,0.987707,0.084917,0.380706,0.15328,0.963052,0.065644,0.447667,0.164991,0.084753,0.447085,0.129658,0.084861,0.380774,0.15342,,,,,,
302,2.516667,0.126162,-0.960569,0.122252,0.215511,0.078979,0.424436,0.149635,0.000147,0.085027,0.446513,0.12968,0.96839,0.066391,0.446777,0.1653,0.987707,0.085518,0.380019,0.153926,0.963052,0.085061,0.446334,0.129713,0.066352,0.446867,0.165372,0.085565,0.380088,0.153783,,,,,,
303,2.525,-0.003592,-0.233532,0.00466,-0.972331,0.078621,0.424348,0.149815,0.000089,0.066504,0.446933,0.166104,0.985866,0.08412,0.446234,0.129974,0.97895,0.085238,0.379877,0.153368,0.968637,0.066528,0.446863,0.166086,0.084132,0.446332,0.129931,0.085204,0.379868,0.153487,,,,,,
304,2.533333,-0.0036,-0.22115,0.004743,-0.975222,0.078414,0.424561,0.149651,0.000142,0.065892,0.447151,0.165622,0.985866,0.084421,0.446443,0.129952,0.97895,0.084929,0.380089,0.153378,0.968637,0.065936,0.447048,0.165548,0.08441,0.446564,0.129953,0.084865,0.380091,0.153528,,,,,,
305,2.541667,0.004537,-0.220875,0.006626,-0.975269,0.07908,0.424731,0.148713,0.000122,0.066553,0.447586,0.164299,0.976377,0.085098,0.446281,0.128655,0.975379,0.085589,0.380327,0.153186,0.956397,0.06657,0.447428,0.164346,0.085115,0.44635,0.128673,0.085485,0.380285,0.153417,,,,,,
306,2.55,0.005989,-0.230325,0.007358,-0.973068,0.078882,0.424394,0.148845,0.000127,0.06668,0.447308,0.164601,0.976377,0.084528,0.445877,0.128608,0.975379,0.085439,0.379998,0.153326,0.956397,0.066711,0.447188,0.164594,0.084549,0.445979,0.128542,0.085371,0.380039,0.153483,,,,,,
307,2.558333,0.004677,-0.239897,0.010927,-0.970726,0.078828,0.424896,0.148929,0.000088,0.067115,0.447885,0.164944,0.984057,0.084241,0.446357,0.128605,0.979043,0.085129,0.380446,0.153238,0.970885,0.067133,0.447822,0.164937,0.084249,0.446445,0.128553,0.085099,0.38045,0.153351,,,,,,
308,2.566667,0.011751,-0.227239,0.009325,-0.973724,0.078433,0.425178,0.147898,0.000117,0.066159,0.448295,0.163298,0.984057,0.08423,0.446407,0.127437,0.979043,0.084909,0.380833,0.152959,0.970885,0.066196,0.44817,0.163275,0.084242,0.44651,0.127385,0.084849,0.380887,0.153125,,,,,,
309,2.575,0.122517,-0.957716,0.140053,0.219443,0.079139,0.424882,0.147599,0.000119,0.085108,0.446199,0.12681,0.960941,0.066594,0.447789,0.162459,0.993737,0.085715,0.380659,0.153528,0.956024,0.085124,0.446049,0.126866,0.066574,0.447845,0.162492,0.085742,0.380789,0.153455,,,,,,
310,2.583333,0.012545,-0.230533,0.009044,-0.972942,0.078796,0.424172,0.147834,0.000087,0.066608,0.4473,0.163286,0.960941,0.084436,0.445377,0.127305,0.993737,0.085343,0.379838,0.152912,0.956024,0.066619,0.447261,0.163292,0.084462,0.445467,0.127249,0.08531,0.379787,0.153019,,,,,,
311,2.591667,0.014368,-0.25155,0.013838,-0.967639,0.0786,0.424418,0.147872,0.000129,0.067301,0.447739,0.163704,0.971268,0.083538,0.445461,0.126998,0.962308,0.084962,0.380053,0.152915,0.969685,0.067334,0.447683,0.163611,0.083514,0.445574,0.127028,0.084929,0.380035,0.15304,,,,,,
312,2.6,0.015378,-0.236006,0.012126,-0.971554,0.078597,0.424807,0.147539,0.000122,0.066696,0.448099,0.162967,0.971268,0.084107,0.445843,0.126802,0.962308,0.084987,0.380478,0.152849,0.969685,0.066714,0.448012,0.162977,0.084131,0.445943,0.126726,0.084935,0.380487,0.152999,,,,,,
313,2.608333,-0.121265,0.953707,-0.140706,-0.236517,0.079214,0.424586,0.147536,0.000135,0.084597,0.445719,0.126404,0.951932,0.067313,0.447672,0.162648,0.988371,0.085731,0.380366,0.153557,0.958497,0.084638,0.445545,0.12644,0.067281,0.447748,0.162715,0.085763,0.380465,0.153438,,,,,,
314,2.616667,-0.016192,0.250931,-0.014139,0.967766,0.078806,0.424676,0.147625,0.00008,0.067479,0.448051,0.163357,0.951932,0.083762,0.445643,0.126679,0.988371,0.085178,0.380333,0.15284,0.958497,0.067504,0.447977,0.163338,0.08377,0.445718,0.126643,0.085139,0.380371,0.152971,,,,,,
315,2.625,-0.020297,0.246537,-0.011498,0.968852,0.078079,0.425297,0.147133,0.000148,0.066442,0.448693,0.162606,0.965216,0.083067,0.44616,0.126091,0.966844,0.084728,0.381038,0.152702,0.95704,0.066462,0.448581,0.16263,0.083107,0.446262,0.126,0.084666,0.381068,0.15288,,,,,,
316,2.633333,-0.024047,0.244849,-0.012738,0.969179,0.078505,0.424916,0.146498,0.000138,0.066827,0.448439,0.161746,0.968595,0.083574,0.44561,0.125309,0.975157,0.085113,0.380699,0.15244,0.953097,0.066858,0.448316,0.161738,0.08359,0.445724,0.125235,0.085046,0.380746,0.152629,,,,,,
317,2.641667,0.122373,-0.949213,0.146219,0.250278,0.078858,0.424311,0.146808,0.000142,0.083616,0.445143,0.125231,0.968595,0.067325,0.447595,0.161902,0.975157,0.085632,0.380196,0.153292,0.953097,0.08365,0.444954,0.125292,0.067295,0.447685,0.161956,0.085666,0.38028,0.15313,,,,,,
318,2.65,0.125086,-0.947715,0.142334,0.25677,0.078393,0.424536,0.147094,0.000161,0.082797,0.44552,0.125589,0.946764,0.067047,0.447698,0.162513,0.992051,0.085334,0.38039,0.15318,0.94035,0.082817,0.445323,0.12567,0.067024,0.447776,0.162551,0.085359,0.380564,0.153057,,,,,,
319,2.658333,0.1255,-0.948808,0.144525,0.251249,0.077906,0.424606,0.146883,0.000169,0.082489,0.445556,0.125383,0.946764,0.066311,0.447766,0.162118,0.992051,0.084918,0.380497,0.153149,0.94035,0.082495,0.445369,0.125517,0.066298,0.447857,0.162105,0.08495,0.380597,0.152995,,,,,,
320,2.666667,0.125767,-0.947668,0.148042,0.25336,0.078371,0.424705,0.146316,0.000134,0.082832,0.445504,0.124644,0.950266,0.066788,0.447954,0.161424,0.997932,0.085493,0.380656,0.152881,0.950939,0.082856,0.445307,0.12473,0.066764,0.448042,0.161457,0.085524,0.380777,0.152727,,,,,,
321,2.675,0.128094,-0.947455,0.144324,0.255132,0.078157,0.424699,0.146601,0.000128,0.082465,0.445674,0.125068,0.950266,0.066604,0.447807,0.161947,0.997932,0.085402,0.380616,0.15279,0.950939,0.082492,0.445506,0.12512,0.066577,0.447889,0.161998,0.085431,0.3807,0.152644,,,,,,
322,2.683333,0.019789,-0.268825,0.009509,-0.962939,0.077721,0.424967,0.147039,0.000094,0.066753,0.448299,0.163087,0.965089,0.08168,0.445889,0.125837,0.998884,0.084732,0.380714,0.152194,0.965462,0.066784,0.448188,0.163075,0.081685,0.445945,0.125798,0.084679,0.38084,0.152346,,,,,,
323,2.691667,0.13154,-0.94862,0.142057,0.250274,0.077183,0.425115,0.146775,0.000153,0.081531,0.446282,0.125438,0.965089,0.065354,0.44803,0.162199,0.998884,0.084664,0.381034,0.152687,0.965462,0.081559,0.446104,0.125503,0.065333,0.448094,0.162238,0.084684,0.381203,0.152596,,,,,,
324,2.7,0.022236,-0.252341,-0.000588,-0.967383,0.07786,0.424471,0.14665,0.000191,0.065858,0.447547,0.162324,0.975006,0.08208,0.445493,0.125598,0.950066,0.085643,0.380374,0.152029,0.931307,0.065868,0.447534,0.162315,0.082083,0.445591,0.125553,0.085555,0.380128,0.152148,,,,,,
325,2.708333,0.013692,-0.250335,-0.003245,-0.968057,0.077611,0.42433,0.147788,0.000141,0.065523,0.44711,0.163823,0.975006,0.081896,0.445729,0.127133,0.950066,0.085413,0.38015,0.152408,0.931307,0.06556,0.446986,0.163804,0.081905,0.445822,0.127078,0.085356,0.380341,0.152703,,,,,,
326,2.716667,-0.137117,0.947593,-0.127745,-0.258741,0.077339,0.424689,0.148437,0.000236,0.081197,0.446439,0.127599,0.921656,0.065829,0.447153,0.16474,0.968831,0.084991,0.380474,0.152972,0.932224,0.081195,0.446236,0.127759,0.065816,0.447236,0.164709,0.085011,0.380665,0.152872,,,,,,
327,2.725,-0.136949,0.95006,-0.126578,-0.250218,0.077343,0.42476,0.148416,0.000159,0.081544,0.446619,0.127758,0.921656,0.065541,0.447136,0.164633,0.968831,0.084944,0.380527,0.152857,0.932224,0.081578,0.446425,0.127817,0.065515,0.447209,0.164683,0.084966,0.380701,0.152762,,,,,,
328,2.733333,-0.137157,0.950358,-0.125494,-0.249516,0.078025,0.424641,0.148448,0.000168,0.082251,0.44655,0.127848,0.942837,0.066206,0.446978,0.164706,0.987497,0.085618,0.380397,0.15279,0.943468,0.082292,0.446347,0.127893,0.066174,0.447055,0.164772,0.085643,0.380571,0.152689,,,,,,
329,2.741667,0.000853,0.258128,0.00076,0.96611,0.077733,0.424611,0.148826,0.000108,0.066187,0.447096,0.165657,0.942837,0.081956,0.446505,0.128682,0.987497,0.085054,0.380231,0.152137,0.943468,0.066212,0.446987,0.165659,0.081973,0.446566,0.128626,0.085003,0.38033,0.152289,,,,,,
330,2.75,-0.138583,0.951083,-0.120529,-0.248413,0.077336,0.425035,0.148925,0.000206,0.08157,0.447162,0.128562,0.936362,0.065497,0.447194,0.165411,0.978333,0.08494,0.380749,0.152802,0.93081,0.081611,0.446954,0.128599,0.065466,0.447262,0.165485,0.08496,0.380976,0.152734,,,,,,
331,2.758333,0.002928,0.255176,-0.002791,0.966886,0.077588,0.424645,0.148018,0.000206,0.066119,0.447185,0.164829,0.936362,0.082108,0.446548,0.127949,0.978333,0.084538,0.380202,0.151276,0.93081,,,,,,,,,,0.066128,0.447162,0.164828,0.082118,0.446586,0.127928
332,2.766667,0.135888,-0.949812,0.122277,0.253851,0.078216,0.424414,0.148466,0.00018,0.082364,0.446387,0.127919,0.936362,0.066656,0.44674,0.164923,0.978333,0.085629,0.380114,0.152556,0.93081,0.082402,0.446179,0.127972,0.066627,0.446817,0.164983,0.085652,0.380312,0.152464,,,,,,
333,2.775,-0.005669,-0.26399,0.002981,-0.964504,0.07774,0.42442,0.148481,0.00018,0.06662,0.44689,0.165616,0.941635,0.081932,0.446421,0.128448,0.986297,0.084669,0.379949,0.151378,0.937089,,,,,,,,,,0.066627,0.446876,0.165614,0.081937,0.44645,0.128433
334,2.783333,-0.134804,0.948347,-0.118921,-0.261388,0.077595,0.424573,0.1486,0.000218,0.081534,0.446595,0.128065,0.941635,0.066412,0.446902,0.165312,0.986297,0.084838,0.380222,0.152423,0.937089,0.081543,0.446378,0.128195,0.066397,0.446993,0.165308,0.084864,0.380421,0.152315,,,,,,
335,2.791667,-0.002697,0.266154,-0.005134,0.963913,0.077964,0.424672,0.147457,0.000218,0.066914,0.447432,0.164253,0.927154,0.082057,0.446325,0.127029,0.977166,0.08492,0.380259,0.151089,0.932138,,,,,,,,,,0.066928,0.44742,0.164231,0.082058,0.44635,0.127034
336,2.8,0.132682,-0.947055,0.124747,0.264425,0.078241,0.424637,0.148032,0.000218,0.08212,0.446379,0.127189,0.927154,0.067161,0.447201,0.164494,0.977166,0.085443,0.380331,0.152413,0.932138,,,,,,,,,,0.067158,0.447234,0.1645,0.082129,0.446321,0.127218
337,2.808333,-0.00223,-0.280729,0.010764,-0.959724,0.077897,0.424899,0.147854,0.000218,0.067673,0.44769,0.165123,0.927154,0.081668,0.446634,0.127451,0.977166,0.084351,0.380372,0.150989,0.932138,,,,,,,,,,0.067684,0.447679,0.165112,0.081671,0.446663,0.127445
338,2.816667,0.129107,-0.947543,0.125538,0.264072,0.077867,0.425086,0.147724,0.000218,0.081927,0.446736,0.12682,0.927154,0.066897,0.447773,0.164092,0.977166,0.084776,0.380749,0.15226,0.932138,,,,,,,,,,0.066895,0.447806,0.164098,0.081938,0.44667,0.126852
339,2.825,0.006974,-0.27081,0.008194,-0.962573,0.078635,0.424402,0.147106,0.000177,0.067832,0.447366,0.163783,0.974854,0.082607,0.445839,0.126426,0.955374,0.085466,0.380002,0.151108,0.936737,0.067846,0.447367,0.163753,0.082601,0.445926,0.126413,0.085385,0.379771,0.151199,,,,,,
340,2.833333,0.128947,-0.94756,0.123227,0.265176,0.078714,0.424263,0.148127,0.000177,0.082758,0.44599,0.1273,0.974854,0.067829,0.446904,0.164615,0.955374,0.085555,0.379896,0.152467,0.936737,,,,,,,,,,0.067823,0.446942,0.164634,0.082771,0.445922,0.127323
341,2.841667,-0.001162,-0.290373,0.015337,-0.95679,0.078415,0.424422,0.147805,0.000177,0.068728,0.447372,0.165174,0.974854,0.081949,0.446038,0.127232,0.955374,0.084567,0.379858,0.151008,0.936737,,,,,,,,,,0.068747,0.447363,0.165089,0.081933,0.446072,0.127301
342,2.85,0.123343,-0.943944,0.122594,0.280585,0.078669,0.424885,0.147771,0.000177,0.082386,0.446419,0.126684,0.974854,0.068594,0.44778,0.164421,0.955374,0.085027,0.380456,0.152207,0.936737,,,,,,,,,,0.068593,0.447818,0.164421,0.082393,0.446351,0.126724
343,2.858333,0.007123,-0.282553,0.014799,-0.959111,0.079444,0.424526,0.147048,0.000192,0.069346,0.447687,0.163895,0.972462,0.083185,0.445836,0.126196,0.953467,0.085801,0.380056,0.151055,0.929888,0.069357,0.447693,0.163869,0.08318,0.445926,0.126178,0.085715,0.379802,0.151146,,,,,,
344,2.866667,-0.122175,0.941436,-0.123704,-0.288909,0.079215,0.424677,0.147616,0.000192,0.082645,0.446086,0.126353,0.972462,0.069485,0.447693,0.164305,0.953467,0.085514,0.380253,0.152188,0.929888,,,,,,,,,,0.069483,0.447729,0.164313,0.082653,0.446022,0.126386
345,2.875,-0.007296,0.290891,-0.01744,0.956569,0.078401,0.425119,0.146717,0.000192,0.068717,0.448359,0.163698,0.972462,0.081888,0.446376,0.125767,0.953467,0.084597,0.380623,0.150686,0.929888,,,,,,,,,,0.068726,0.448346,0.163693,0.081892,0.446402,0.125756
346,2.883333,0.121323,-0.939262,0.133643,0.291904,0.078923,0.42494,0.146261,0.000192,0.082179,0.445922,0.12455,0.972462,0.069173,0.448255,0.162518,0.953467,0.085418,0.380644,0.151715,0.929888,,,,,,,,,,0.069173,0.448284,0.162514,0.082185,0.445864,0.124591
347,2.891667,0.017233,-0.296088,0.018132,-0.954833,0.079148,0.424175,0.145748,0.000185,0.069553,0.447696,0.162388,0.972462,0.082305,0.445039,0.124355,0.953467,0.085586,0.37979,0.150502,0.929888,0.069562,0.447704,0.162371,0.082301,0.445128,0.12433,0.085505,0.379546,0.150594,,,,,,
348,2.9,-0.125155,0.934201,-0.133838,-0.306093,0.078771,0.424505,0.146268,0.000185,0.081261,0.445437,0.124408,0.974392,0.069411,0.447822,0.162749,0.956219,0.085642,0.380257,0.151647,0.930957,,,,,,,,,,0.06941,0.44785,0.162758,0.081271,0.445382,0.124436
349,2.908333,0.021223,-0.30246,0.01317,-0.952835,0.077992,0.424858,0.145557,0.000202,0.068353,0.448343,0.162221,0.974392,0.080615,0.445658,0.12403,0.956219,0.085008,0.380572,0.150419,0.930957,0.068371,0.448342,0.16217,0.080601,0.445762,0.124029,0.084927,0.380328,0.150527,,,,,,
350,2.916667,0.026174,-0.303776,0.013308,-0.952291,0.078351,0.42507,0.144793,0.000218,0.068699,0.448687,0.161262,0.967514,0.080855,0.445671,0.123061,0.948969,0.0855,0.380851,0.150054,0.920098,0.068707,0.448702,0.161237,0.080847,0.445768,0.123041,0.085413,0.380566,0.150155,,,,,,
351,2.925,0.02533,-0.307581,0.010629,-0.951125,0.078137,0.424575,0.145016,0.0002,0.068515,0.448096,0.16164,0.967514,0.080376,0.445258,0.123333,0.948969,0.08552,0.380371,0.150074,0.920098,0.068527,0.448091,0.161615,0.080366,0.445367,0.123302,0.085435,0.38011,0.150195,,,,,,
352,2.933333,0.025363,-0.316268,0.009413,-0.948284,0.077739,0.42505,0.145272,0.000189,0.068381,0.448542,0.162087,0.976251,0.079542,0.445753,0.123567,0.951693,0.085294,0.380856,0.150161,0.930422,0.068394,0.448533,0.162062,0.079532,0.44586,0.123537,0.085215,0.380611,0.15028,,,,,,
353,2.941667,0.025669,-0.304685,0.007756,-0.952076,0.077517,0.42509,0.145035,0.000186,0.067659,0.448536,0.161628,0.976251,0.079763,0.44581,0.123389,0.951693,0.085128,0.380925,0.150089,0.930422,0.067675,0.448514,0.161598,0.079752,0.445928,0.123355,0.085045,0.380686,0.150224,,,,,,
354,2.95,0.025209,-0.307143,0.006369,-0.951308,0.078055,0.424405,0.14498,0.000184,0.068232,0.447801,0.161664,0.974626,0.080143,0.445167,0.123358,0.955949,0.08579,0.380248,0.149918,0.931553,0.06824,0.447807,0.161645,0.080135,0.445258,0.123332,0.085716,0.380005,0.150013,,,,,,
355,2.958333,0.017434,-0.307906,0.003874,-0.951249,0.077995,0.42424,0.146039,0.000185,0.0682,0.447361,0.163118,0.974626,0.080052,0.445353,0.124756,0.955949,0.085735,0.380008,0.150243,0.931553,0.068213,0.447349,0.163094,0.080042,0.445463,0.124722,0.085654,0.379764,0.150362,,,,,,
356,2.966667,0.0133,-0.314494,0.004625,-0.949155,0.077601,0.424619,0.146456,0.000181,0.06814,0.447653,0.163837,0.971491,0.079455,0.44588,0.125302,0.950237,0.085208,0.380325,0.150228,0.942362,0.068158,0.447649,0.163778,0.079439,0.445979,0.125314,0.085139,0.380114,0.150327,,,,,,
357,2.975,0.013072,-0.309632,0.003552,-0.95076,0.077993,0.425066,0.146354,0.000214,0.068308,0.448061,0.163663,0.971491,0.080019,0.446354,0.125243,0.950237,0.085652,0.380783,0.150155,0.942362,0.068316,0.448077,0.163636,0.08001,0.446451,0.125229,0.08557,0.380502,0.150244,,,,,,
358,2.983333,0.009483,-0.306657,0.002404,-0.95177,0.078392,0.424744,0.146538,0.000203,0.068597,0.447607,0.163959,0.971031,0.08055,0.44619,0.125602,0.950382,0.08603,0.380433,0.150053,0.926615,0.068605,0.447613,0.16395,0.080545,0.446288,0.125564,0.085949,0.380173,0.150149,,,,,,
359,2.991667,0.003803,-0.320171,0.005518,-0.947336,0.078101,0.424866,0.147004,0.000203,0.069028,0.447665,0.164896,0.971031,0.079876,0.446479,0.126204,0.950382,0.0854,0.380455,0.149913,0.926615,,,,,,,,,,0.069034,0.44766,0.164893,0.079879,0.446503,0.126195
360,3,0.006082,-0.307911,-0.001133,-0.951395,0.077427,0.42525,0.146932,0.000186,0.067573,0.447916,0.164576,0.973048,0.079429,0.446886,0.126176,0.951839,0.085278,0.380947,0.150043,0.935701,0.067579,0.447911,0.164577,0.079431,0.446976,0.126129,0.085205,0.380718,0.150141,,,,,,
361,3.008333,0.0071,-0.307403,-0.000028,-0.951553,0.077954,0.424664,0.146493,0.000139,0.068114,0.447392,0.164067,0.984904,0.08001,0.446243,0.125683,0.962883,0.085737,0.380358,0.149729,0.948137,0.068125,0.447377,0.164047,0.080005,0.446334,0.125656,0.085673,0.380173,0.149824,,,,,,
